bandwidth,LTE-neighbors,RSSI,RSRQ,ENodeB-change,time-advance,speed,band,date
28.9,5.0,0.0,70.0,12.0,0.0,0.0,2100.0,2023-01-01 00:00:49
19.3,5.0,0.0,70.0,12.0,0.0,0.0,2100.0,2023-01-01 00:00:50
29.5,5.0,0.0,70.0,12.0,0.0,0.0,2100.0,2023-01-01 00:00:51
30.1,5.0,0.0,69.0,13.0,0.0,0.0,2100.0,2023-01-01 00:00:52
26.5,5.0,0.0,69.0,13.0,0.0,0.0,2100.0,2023-01-01 00:00:53
30.0,6.0,0.0,62.0,11.0,0.0,2.93,2100.0,2023-01-01 00:00:54
23.1,6.0,0.0,62.0,11.0,0.0,3.02,2100.0,2023-01-01 00:00:55
33.4,5.0,0.0,70.0,13.0,0.0,2.68,2100.0,2023-01-01 00:00:56
22.2,5.0,0.0,70.0,13.0,0.0,3.96,2100.0,2023-01-01 00:00:57
22.3,5.0,0.0,70.0,13.0,0.0,3.95,2100.0,2023-01-01 00:00:58
25.8,7.0,0.0,70.0,16.0,0.0,4.52,2100.0,2023-01-01 00:00:59
30.1,7.0,0.0,70.0,16.0,0.0,5.88,2100.0,2023-01-01 00:01:00
25.3,7.0,0.0,72.0,19.0,0.0,6.44,2100.0,2023-01-01 00:01:01
32.6,7.0,0.0,72.0,19.0,0.0,6.53,2100.0,2023-01-01 00:01:02
22.6,7.0,0.0,72.0,19.0,0.0,8.01,2100.0,2023-01-01 00:01:03
26.9,7.0,0.0,73.0,19.0,0.0,6.94,2100.0,2023-01-01 00:01:04
30.1,7.0,0.0,73.0,19.0,0.0,9.57,2100.0,2023-01-01 00:01:05
30.6,7.0,0.0,67.0,16.0,0.0,8.61,2100.0,2023-01-01 00:01:06
30.6,7.0,0.0,67.0,16.0,0.0,9.14,2100.0,2023-01-01 00:01:07
38.1,7.0,0.0,67.0,16.0,0.0,7.58,2100.0,2023-01-01 00:01:08
35.4,8.0,0.0,69.0,16.0,0.0,7.13,2100.0,2023-01-01 00:01:09
31.0,8.0,0.0,69.0,16.0,0.0,6.48,2100.0,2023-01-01 00:01:10
27.3,5.0,0.0,60.0,12.0,0.0,6.61,2100.0,2023-01-01 00:01:11
22.2,5.0,0.0,60.0,12.0,0.0,6.08,2100.0,2023-01-01 00:01:12
29.8,5.0,0.0,60.0,12.0,0.0,7.07,2100.0,2023-01-01 00:01:13
29.5,3.0,0.0,57.0,15.0,0.0,7.43,2100.0,2023-01-01 00:01:14
29.8,3.0,0.0,57.0,15.0,0.0,6.81,2100.0,2023-01-01 00:01:15
30.3,3.0,0.0,57.0,15.0,0.0,6.98,2100.0,2023-01-01 00:01:16
29.5,6.0,0.0,69.0,16.0,1.0,6.94,2100.0,2023-01-01 00:01:17
29.0,6.0,0.0,69.0,16.0,1.0,8.27,2100.0,2023-01-01 00:01:18
29.9,6.0,0.0,72.0,16.0,1.0,6.62,2100.0,2023-01-01 00:01:19
30.3,6.0,0.0,72.0,16.0,1.0,6.89,2100.0,2023-01-01 00:01:20
37.8,6.0,0.0,72.0,16.0,1.0,7.44,2100.0,2023-01-01 00:01:21
30.2,8.0,0.0,75.0,17.0,1.0,7.42,2100.0,2023-01-01 00:01:22
14.4,8.0,0.0,75.0,17.0,1.0,7.53,2100.0,2023-01-01 00:01:23
19.1,8.0,0.0,75.0,17.0,1.0,7.53,2100.0,2023-01-01 00:01:24
19.0,8.0,1.0,71.0,14.0,1.0,7.64,1900.0,2023-01-01 00:01:25
15.9,8.0,0.0,71.0,14.0,1.0,8.56,1900.0,2023-01-01 00:01:26
20.8,8.0,0.0,69.0,15.0,1.0,8.08,1900.0,2023-01-01 00:01:27
15.9,8.0,0.0,69.0,15.0,1.0,8.19,1900.0,2023-01-01 00:01:28
19.1,8.0,0.0,69.0,15.0,1.0,8.04,1900.0,2023-01-01 00:01:29
19.1,7.0,0.0,68.0,14.0,1.0,8.42,1900.0,2023-01-01 00:01:30
16.0,7.0,0.0,68.0,14.0,1.0,8.0,1900.0,2023-01-01 00:01:31
19.1,7.0,0.0,68.0,14.0,1.0,7.72,1900.0,2023-01-01 00:01:32
15.9,8.0,0.0,65.0,13.0,1.0,7.86,1900.0,2023-01-01 00:01:33
19.8,8.0,0.0,65.0,13.0,1.0,7.65,1900.0,2023-01-01 00:01:34
15.9,8.0,0.0,65.0,13.0,1.0,8.49,1900.0,2023-01-01 00:01:35
19.0,8.0,0.0,69.0,14.0,0.0,8.38,1900.0,2023-01-01 00:01:36
19.1,8.0,0.0,69.0,14.0,0.0,8.47,1900.0,2023-01-01 00:01:37
15.9,8.0,0.0,69.0,14.0,0.0,7.35,1900.0,2023-01-01 00:01:38
19.1,7.0,0.0,71.0,14.0,0.0,6.55,1900.0,2023-01-01 00:01:39
19.1,7.0,0.0,71.0,14.0,0.0,5.7,1900.0,2023-01-01 00:01:40
15.9,7.0,0.0,71.0,14.0,0.0,5.2,1900.0,2023-01-01 00:01:41
19.0,7.0,0.0,73.0,15.0,0.0,3.57,1900.0,2023-01-01 00:01:42
19.0,7.0,0.0,73.0,15.0,0.0,2.65,1900.0,2023-01-01 00:01:43
15.9,7.0,0.0,73.0,15.0,0.0,2.73,1900.0,2023-01-01 00:01:44
15.9,12.0,0.0,74.0,15.0,0.0,0.22,1900.0,2023-01-01 00:01:45
15.9,12.0,0.0,74.0,15.0,0.0,0.95,1900.0,2023-01-01 00:01:46
14.3,12.0,0.0,74.0,15.0,0.0,1.35,1900.0,2023-01-01 00:01:47
19.2,8.0,0.0,77.0,16.0,0.0,0.95,1900.0,2023-01-01 00:01:48
12.8,8.0,0.0,77.0,16.0,0.0,0.0,1900.0,2023-01-01 00:01:49
19.1,8.0,0.0,77.0,16.0,0.0,0.0,1900.0,2023-01-01 00:01:50
15.9,7.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:01:51
15.9,7.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:01:52
16.0,7.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:01:53
15.9,8.0,0.0,74.0,14.0,0.0,0.0,1900.0,2023-01-01 00:01:54
19.1,8.0,0.0,74.0,14.0,0.0,0.0,1900.0,2023-01-01 00:01:55
15.9,8.0,0.0,74.0,14.0,0.0,0.0,1900.0,2023-01-01 00:01:56
12.7,9.0,0.0,75.0,14.0,0.0,0.0,1900.0,2023-01-01 00:01:57
21.2,9.0,0.0,75.0,14.0,0.0,0.0,1900.0,2023-01-01 00:01:58
19.0,9.0,0.0,75.0,14.0,0.0,0.0,1900.0,2023-01-01 00:01:59
19.1,7.0,0.0,74.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:00
19.1,7.0,0.0,74.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:01
19.0,10.0,0.0,71.0,13.0,0.0,0.0,1900.0,2023-01-01 00:02:02
19.0,10.0,0.0,71.0,13.0,0.0,0.0,1900.0,2023-01-01 00:02:03
15.9,10.0,0.0,71.0,13.0,0.0,0.33,1900.0,2023-01-01 00:02:04
19.1,11.0,0.0,74.0,14.0,0.0,0.58,1900.0,2023-01-01 00:02:05
15.8,11.0,0.0,74.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:06
16.7,11.0,0.0,75.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:07
15.8,11.0,0.0,75.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:08
19.2,10.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:09
15.9,10.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:10
19.0,8.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:11
19.1,8.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:12
19.1,8.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:13
19.0,7.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:14
15.9,7.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:15
18.0,7.0,0.0,79.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:16
19.2,8.0,0.0,76.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:17
19.2,8.0,0.0,76.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:18
19.1,10.0,0.0,77.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:19
16.0,10.0,0.0,77.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:20
17.3,10.0,0.0,77.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:21
19.1,11.0,0.0,78.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:22
15.9,11.0,0.0,78.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:23
19.2,11.0,0.0,78.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:24
16.1,8.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:25
16.0,8.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:26
15.9,8.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:27
19.2,8.0,0.0,78.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:28
15.9,8.0,0.0,78.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:29
12.7,8.0,0.0,78.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:30
20.6,9.0,0.0,77.0,17.0,0.0,0.0,1900.0,2023-01-01 00:02:31
19.1,9.0,0.0,77.0,17.0,0.0,0.0,1900.0,2023-01-01 00:02:32
15.9,9.0,0.0,77.0,17.0,0.0,0.0,1900.0,2023-01-01 00:02:33
19.1,8.0,0.0,79.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:34
19.0,8.0,0.0,79.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:35
19.1,8.0,0.0,79.0,16.0,0.0,0.0,1900.0,2023-01-01 00:02:36
19.0,9.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:37
19.0,9.0,0.0,77.0,15.0,0.0,0.0,1900.0,2023-01-01 00:02:38
19.2,10.0,0.0,76.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:39
15.9,10.0,0.0,76.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:40
19.3,10.0,0.0,76.0,14.0,0.0,0.0,1900.0,2023-01-01 00:02:41
14.7,11.0,0.0,78.0,17.0,0.0,0.0,1900.0,2023-01-01 00:02:42
9.53,11.0,0.0,78.0,17.0,0.0,0.0,1900.0,2023-01-01 00:02:43
12.8,14.0,1.0,84.0,20.0,3.0,0.0,2100.0,2023-01-01 00:02:44
30.1,14.0,0.0,84.0,20.0,3.0,0.0,2100.0,2023-01-01 00:02:45
25.7,14.0,0.0,84.0,20.0,3.0,5.4,2100.0,2023-01-01 00:02:46
26.2,12.0,1.0,77.0,13.0,0.0,6.13,2100.0,2023-01-01 00:02:47
29.2,12.0,0.0,77.0,13.0,0.0,6.28,2100.0,2023-01-01 00:02:48
29.8,12.0,0.0,77.0,13.0,0.0,3.9,2100.0,2023-01-01 00:02:49
29.4,7.0,0.0,72.0,14.0,0.0,4.22,2100.0,2023-01-01 00:02:50
28.9,7.0,0.0,72.0,14.0,0.0,4.89,2100.0,2023-01-01 00:02:51
26.4,7.0,0.0,72.0,14.0,0.0,7.39,2100.0,2023-01-01 00:02:52
33.5,5.0,0.0,73.0,15.0,1.0,7.92,2100.0,2023-01-01 00:02:53
34.3,5.0,0.0,73.0,15.0,1.0,6.97,2100.0,2023-01-01 00:02:54
26.9,6.0,0.0,75.0,13.0,1.0,6.17,2100.0,2023-01-01 00:02:55
29.4,6.0,0.0,75.0,13.0,1.0,6.47,2100.0,2023-01-01 00:02:56
29.7,6.0,0.0,75.0,13.0,1.0,7.67,2100.0,2023-01-01 00:02:57
30.0,6.0,0.0,73.0,13.0,1.0,7.6,2100.0,2023-01-01 00:02:58
15.9,5.0,0.0,74.0,15.0,0.0,8.08,2100.0,2023-01-01 00:02:59
22.3,5.0,0.0,74.0,15.0,0.0,6.46,2100.0,2023-01-01 00:03:00
33.7,5.0,0.0,74.0,15.0,0.0,7.35,2100.0,2023-01-01 00:03:01
34.3,8.0,0.0,74.0,13.0,1.0,8.25,2100.0,2023-01-01 00:03:02
30.9,8.0,0.0,74.0,13.0,1.0,7.47,2100.0,2023-01-01 00:03:03
31.2,8.0,0.0,74.0,13.0,1.0,7.17,2100.0,2023-01-01 00:03:04
34.8,7.0,0.0,73.0,14.0,1.0,7.76,2100.0,2023-01-01 00:03:05
27.0,7.0,0.0,73.0,14.0,1.0,6.47,2100.0,2023-01-01 00:03:06
30.2,7.0,0.0,75.0,13.0,1.0,6.46,2100.0,2023-01-01 00:03:07
30.8,7.0,0.0,75.0,13.0,1.0,7.4,2100.0,2023-01-01 00:03:08
19.2,7.0,0.0,75.0,13.0,1.0,6.51,2100.0,2023-01-01 00:03:09
15.0,9.0,0.0,77.0,18.0,1.0,5.97,2100.0,2023-01-01 00:03:10
19.0,9.0,0.0,77.0,18.0,1.0,5.95,2100.0,2023-01-01 00:03:11
26.4,9.0,0.0,77.0,18.0,1.0,6.18,2100.0,2023-01-01 00:03:12
26.0,9.0,1.0,69.0,14.0,2.0,4.2,2100.0,2023-01-01 00:03:13
26.1,9.0,0.0,69.0,14.0,2.0,2.97,2100.0,2023-01-01 00:03:14
26.0,9.0,0.0,69.0,14.0,2.0,2.09,2100.0,2023-01-01 00:03:15
26.0,8.0,0.0,69.0,14.0,1.0,1.22,2100.0,2023-01-01 00:03:16
30.4,8.0,0.0,69.0,14.0,1.0,1.06,2100.0,2023-01-01 00:03:17
26.8,8.0,0.0,69.0,14.0,1.0,0.79,2100.0,2023-01-01 00:03:18
26.1,7.0,0.0,65.0,13.0,1.0,0.22,2100.0,2023-01-01 00:03:19
26.1,7.0,0.0,65.0,13.0,1.0,0.22,2100.0,2023-01-01 00:03:20
30.0,7.0,0.0,61.0,12.0,1.0,0.65,2100.0,2023-01-01 00:03:21
27.7,7.0,0.0,61.0,12.0,1.0,0.0,2100.0,2023-01-01 00:03:22
26.7,7.0,0.0,61.0,12.0,1.0,0.0,2100.0,2023-01-01 00:03:23
30.5,8.0,0.0,68.0,15.0,1.0,0.0,2100.0,2023-01-01 00:03:24
26.4,8.0,0.0,68.0,15.0,1.0,0.0,2100.0,2023-01-01 00:03:25
29.8,8.0,0.0,68.0,15.0,1.0,0.0,2100.0,2023-01-01 00:03:26
27.0,7.0,0.0,64.0,15.0,1.0,0.0,2100.0,2023-01-01 00:03:27
29.7,7.0,0.0,64.0,15.0,1.0,0.0,2100.0,2023-01-01 00:03:28
30.7,7.0,0.0,64.0,15.0,1.0,0.0,2100.0,2023-01-01 00:03:29
31.1,6.0,0.0,64.0,14.0,1.0,0.0,2100.0,2023-01-01 00:03:30
30.7,6.0,0.0,64.0,14.0,1.0,0.0,2100.0,2023-01-01 00:03:31
11.1,6.0,0.0,64.0,14.0,1.0,0.0,2100.0,2023-01-01 00:03:32
11.1,8.0,0.0,65.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:33
11.1,8.0,0.0,65.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:34
7.43,8.0,0.0,65.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:35
11.1,6.0,0.0,63.0,16.0,1.0,0.0,1900.0,2023-01-01 00:03:36
11.2,6.0,0.0,63.0,16.0,1.0,0.0,1900.0,2023-01-01 00:03:37
11.2,6.0,0.0,66.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:38
11.2,6.0,0.0,66.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:39
11.1,6.0,0.0,66.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:40
11.2,10.0,0.0,63.0,16.0,1.0,0.0,1900.0,2023-01-01 00:03:41
11.2,10.0,0.0,63.0,16.0,1.0,0.0,1900.0,2023-01-01 00:03:42
13.9,10.0,0.0,63.0,16.0,1.0,0.0,1900.0,2023-01-01 00:03:43
11.5,8.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:44
11.5,8.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:45
11.5,8.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:46
13.0,8.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:47
15.3,8.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:48
11.5,8.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:49
15.4,5.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:50
15.4,5.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:51
11.5,5.0,0.0,64.0,15.0,1.0,0.0,1900.0,2023-01-01 00:03:52
15.4,6.0,0.0,64.0,13.0,1.0,0.0,1900.0,2023-01-01 00:03:53
19.2,6.0,0.0,64.0,13.0,1.0,0.0,1900.0,2023-01-01 00:03:54
15.4,6.0,0.0,64.0,13.0,1.0,0.0,1900.0,2023-01-01 00:03:55
11.5,8.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:03:56
19.3,8.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:03:57
14.4,8.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:03:58
19.2,7.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:03:59
11.5,7.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:04:00
15.3,7.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:04:01
14.5,5.0,0.0,63.0,14.0,1.0,0.0,1900.0,2023-01-01 00:04:02
15.4,5.0,0.0,63.0,14.0,1.0,0.0,1900.0,2023-01-01 00:04:03
19.1,4.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:04:04
15.3,4.0,0.0,64.0,12.0,1.0,0.0,1900.0,2023-01-01 00:04:05
19.2,6.0,0.0,63.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:06
11.5,6.0,0.0,63.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:07
15.4,6.0,0.0,63.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:08
15.4,5.0,0.0,68.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:09
11.5,5.0,0.0,68.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:10
11.5,5.0,0.0,68.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:11
11.5,8.0,0.0,63.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:12
15.5,8.0,0.0,63.0,13.0,1.0,0.0,1900.0,2023-01-01 00:04:13
12.1,9.0,0.0,69.0,14.0,1.0,0.0,1900.0,2023-01-01 00:04:14
7.71,9.0,0.0,69.0,14.0,1.0,0.0,1900.0,2023-01-01 00:04:15
7.69,9.0,0.0,69.0,14.0,1.0,0.0,1900.0,2023-01-01 00:04:16
19.8,9.0,1.0,84.0,18.0,2.0,4.85,2100.0,2023-01-01 00:04:17
27.8,9.0,0.0,84.0,18.0,2.0,6.35,2100.0,2023-01-01 00:04:18
28.1,9.0,0.0,84.0,18.0,2.0,7.65,2100.0,2023-01-01 00:04:19
17.5,9.0,0.0,84.0,19.0,2.0,7.55,2100.0,2023-01-01 00:04:20
3.86,9.0,0.0,84.0,19.0,2.0,8.27,2100.0,2023-01-01 00:04:21
15.4,9.0,0.0,84.0,19.0,2.0,8.15,1900.0,2023-01-01 00:04:22
11.5,9.0,0.0,84.0,19.0,2.0,8.08,1900.0,2023-01-01 00:04:23
11.5,9.0,0.0,84.0,19.0,2.0,8.0,1900.0,2023-01-01 00:04:24
15.4,6.0,0.0,86.0,19.0,2.0,5.86,1900.0,2023-01-01 00:04:25
12.4,6.0,0.0,86.0,19.0,2.0,5.87,1900.0,2023-01-01 00:04:26
7.62,6.0,0.0,86.0,19.0,2.0,5.98,1900.0,2023-01-01 00:04:27
19.2,7.0,1.0,86.0,15.0,2.0,5.89,2100.0,2023-01-01 00:04:28
19.2,7.0,0.0,86.0,15.0,2.0,4.49,2100.0,2023-01-01 00:04:29
19.3,7.0,0.0,86.0,15.0,2.0,4.7,2100.0,2023-01-01 00:04:30
19.2,8.0,0.0,88.0,17.0,2.0,4.37,2100.0,2023-01-01 00:04:31
19.4,8.0,0.0,88.0,17.0,2.0,4.87,2100.0,2023-01-01 00:04:32
15.4,8.0,0.0,88.0,17.0,2.0,4.71,2100.0,2023-01-01 00:04:33
26.9,6.0,0.0,88.0,16.0,2.0,4.83,2100.0,2023-01-01 00:04:34
23.1,6.0,0.0,88.0,16.0,2.0,4.53,2100.0,2023-01-01 00:04:35
19.2,6.0,0.0,88.0,16.0,2.0,4.18,2100.0,2023-01-01 00:04:36
23.2,9.0,0.0,86.0,16.0,2.0,4.02,2100.0,2023-01-01 00:04:37
27.1,9.0,0.0,86.0,16.0,2.0,2.63,2100.0,2023-01-01 00:04:38
29.2,9.0,0.0,86.0,16.0,2.0,2.82,2100.0,2023-01-01 00:04:39
27.2,6.0,0.0,85.0,17.0,2.0,2.63,2100.0,2023-01-01 00:04:40
27.2,6.0,0.0,85.0,17.0,2.0,2.57,2100.0,2023-01-01 00:04:41
27.2,6.0,0.0,88.0,17.0,2.0,2.66,2100.0,2023-01-01 00:04:42
27.1,6.0,0.0,88.0,17.0,2.0,2.29,2100.0,2023-01-01 00:04:43
23.0,6.0,0.0,88.0,17.0,2.0,2.78,2100.0,2023-01-01 00:04:44
26.9,6.0,0.0,85.0,16.0,2.0,2.88,2100.0,2023-01-01 00:04:45
26.9,6.0,0.0,85.0,16.0,2.0,2.89,2100.0,2023-01-01 00:04:46
27.8,6.0,0.0,85.0,16.0,2.0,2.56,2100.0,2023-01-01 00:04:47
22.9,6.0,0.0,84.0,16.0,2.0,2.4,2100.0,2023-01-01 00:04:48
23.0,6.0,0.0,84.0,16.0,2.0,2.85,2100.0,2023-01-01 00:04:49
25.1,6.0,0.0,84.0,16.0,2.0,2.16,2100.0,2023-01-01 00:04:50
27.4,6.0,0.0,85.0,15.0,2.0,2.16,2100.0,2023-01-01 00:04:51
23.3,6.0,0.0,85.0,15.0,2.0,2.64,2100.0,2023-01-01 00:04:52
27.3,7.0,0.0,85.0,16.0,2.0,2.35,2100.0,2023-01-01 00:04:53
26.8,7.0,0.0,85.0,16.0,2.0,2.31,2100.0,2023-01-01 00:04:54
27.3,7.0,0.0,85.0,16.0,2.0,0.81,2100.0,2023-01-01 00:04:55
23.1,7.0,0.0,81.0,16.0,2.0,0.65,2100.0,2023-01-01 00:04:56
27.0,7.0,0.0,81.0,16.0,2.0,0.61,2100.0,2023-01-01 00:04:57
27.1,7.0,0.0,81.0,16.0,2.0,1.03,2100.0,2023-01-01 00:04:58
26.8,9.0,0.0,86.0,17.0,2.0,0.92,2100.0,2023-01-01 00:04:59
23.3,9.0,0.0,86.0,17.0,2.0,0.6,2100.0,2023-01-01 00:05:00
23.6,9.0,0.0,86.0,17.0,2.0,0.77,2100.0,2023-01-01 00:05:01
