bandwidth,LTE-neighbors,RSSI,RSRQ,ENodeB-change,time-advance,speed,band,date
9.47,8,0,96,16,3,8.16,1900,2023-01-01 00:00:35
12.7,6,0,99,13,3,8.08,1900,2023-01-01 00:00:36
12.6,6,0,99,13,3,7.66,1900,2023-01-01 00:00:37
12.7,6,0,99,13,3,8.3,1900,2023-01-01 00:00:38
13.5,6,0,98,17,3,8.27,1900,2023-01-01 00:00:39
12.6,6,0,98,17,3,8.35,1900,2023-01-01 00:00:40
9.53,7,0,96,17,3,8.08,1900,2023-01-01 00:00:41
12.8,7,0,96,17,3,8.13,1900,2023-01-01 00:00:42
9.49,7,0,96,17,3,8.03,1900,2023-01-01 00:00:43
9.64,6,1,88,11,2,8.14,1900,2023-01-01 00:00:44
12.8,6,0,88,11,2,8.14,1900,2023-01-01 00:00:45
15.9,6,0,88,11,2,7.92,1900,2023-01-01 00:00:46
12.8,7,0,94,16,2,6.02,2100,2023-01-01 00:00:47
15.9,7,0,94,16,2,9.07,2100,2023-01-01 00:00:48
12.7,9,0,97,18,2,8.22,2100,2023-01-01 00:00:49
15.9,9,0,97,18,2,8.26,2100,2023-01-01 00:00:50
19.2,9,0,97,18,2,7.57,2100,2023-01-01 00:00:51
22.4,9,1,93,15,2,7.42,2100,2023-01-01 00:00:52
19.1,9,0,93,15,2,6.3,2100,2023-01-01 00:00:53
22.3,9,0,93,15,2,5.54,2100,2023-01-01 00:00:54
22.9,7,0,90,16,2,5.67,2100,2023-01-01 00:00:55
24.6,7,0,90,16,2,5.41,2100,2023-01-01 00:00:56
15.1,6,0,89,15,2,3.49,2100,2023-01-01 00:00:57
21.5,6,0,89,15,2,3.72,2100,2023-01-01 00:00:58
22.0,6,0,89,15,2,0.28,2100,2023-01-01 00:00:59
22.0,5,0,92,16,2,0.0,2100,2023-01-01 00:01:00
20.5,5,0,92,16,2,0.0,2100,2023-01-01 00:01:01
22.0,5,0,92,16,2,0.0,2100,2023-01-01 00:01:02
22.1,5,0,93,17,2,0.0,2100,2023-01-01 00:01:03
21.9,5,0,93,17,2,0.0,2100,2023-01-01 00:01:04
22.1,5,0,93,17,2,0.0,2100,2023-01-01 00:01:05
21.8,5,0,92,14,2,0.0,2100,2023-01-01 00:01:06
21.9,5,0,92,14,2,0.0,2100,2023-01-01 00:01:07
22.0,5,0,92,15,1,0.0,2100,2023-01-01 00:01:08
22.0,5,0,92,15,1,0.0,2100,2023-01-01 00:01:09
16.5,4,0,91,15,2,0.0,2100,2023-01-01 00:01:10
16.5,4,0,91,15,2,0.0,2100,2023-01-01 00:01:11
21.9,4,0,91,15,2,0.0,2100,2023-01-01 00:01:12
16.6,5,0,95,13,2,0.0,2100,2023-01-01 00:01:13
21.8,5,0,95,13,2,0.0,2100,2023-01-01 00:01:14
21.8,5,0,95,13,2,0.0,2100,2023-01-01 00:01:15
21.8,3,0,89,14,2,0.0,2100,2023-01-01 00:01:16
16.4,3,0,89,14,2,0.0,2100,2023-01-01 00:01:17
21.8,3,0,90,17,2,0.0,2100,2023-01-01 00:01:18
21.8,3,0,90,17,2,0.0,2100,2023-01-01 00:01:19
21.7,3,0,90,17,2,0.0,2100,2023-01-01 00:01:20
21.8,3,0,87,14,2,0.0,2100,2023-01-01 00:01:21
23.8,3,0,87,14,2,0.0,2100,2023-01-01 00:01:22
21.9,3,0,87,14,2,0.0,2100,2023-01-01 00:01:23
21.8,4,0,89,15,2,0.0,2100,2023-01-01 00:01:24
27.3,4,0,89,15,2,0.0,2100,2023-01-01 00:01:25
22.1,4,0,89,15,2,0.0,2100,2023-01-01 00:01:26
22.1,4,0,90,15,2,0.0,2100,2023-01-01 00:01:27
22.2,4,0,90,15,2,0.0,2100,2023-01-01 00:01:28
27.4,4,0,90,15,2,0.0,2100,2023-01-01 00:01:29
22.0,4,0,88,12,2,5.48,2100,2023-01-01 00:01:30
21.8,4,0,88,12,2,5.34,2100,2023-01-01 00:01:31
22.0,3,0,89,14,2,6.1,2100,2023-01-01 00:01:32
27.4,3,0,89,14,2,6.54,2100,2023-01-01 00:01:33
21.8,3,0,89,14,2,6.93,2100,2023-01-01 00:01:34
22.2,3,0,85,13,2,6.99,2100,2023-01-01 00:01:35
21.6,3,0,85,13,2,6.75,2100,2023-01-01 00:01:36
27.4,4,0,79,13,2,6.58,2100,2023-01-01 00:01:37
22.1,4,0,79,13,2,4.99,2100,2023-01-01 00:01:38
21.9,4,0,86,14,2,4.99,2100,2023-01-01 00:01:39
22.1,4,0,86,14,2,4.33,2100,2023-01-01 00:01:40
27.5,4,0,91,16,2,0.29,2100,2023-01-01 00:01:41
22.2,4,0,91,16,2,0.29,2100,2023-01-01 00:01:42
22.1,4,0,91,16,2,0.0,2100,2023-01-01 00:01:43
22.0,4,0,91,17,2,0.0,2100,2023-01-01 00:01:44
27.5,4,0,91,17,2,0.0,2100,2023-01-01 00:01:45
22.1,4,0,92,15,2,0.0,2100,2023-01-01 00:01:46
21.9,4,0,92,15,2,0.0,2100,2023-01-01 00:01:47
27.5,4,0,92,15,2,0.0,2100,2023-01-01 00:01:48
22.1,6,0,92,18,2,0.0,2100,2023-01-01 00:01:49
27.6,6,0,92,18,2,0.0,2100,2023-01-01 00:01:50
19.9,6,0,92,17,2,0.0,2100,2023-01-01 00:01:51
22.0,6,0,92,17,2,0.0,2100,2023-01-01 00:01:52
27.5,4,0,92,17,2,0.0,2100,2023-01-01 00:01:53
22.6,4,0,92,17,2,0.0,2100,2023-01-01 00:01:54
22.1,4,0,92,17,2,0.0,2100,2023-01-01 00:01:55
27.4,4,0,91,17,2,0.0,2100,2023-01-01 00:01:56
21.9,4,0,91,17,2,0.0,2100,2023-01-01 00:01:57
22.0,7,0,93,17,2,0.0,2100,2023-01-01 00:01:58
27.5,7,0,93,17,2,0.0,2100,2023-01-01 00:01:59
21.9,7,0,93,17,2,0.0,2100,2023-01-01 00:02:00
22.0,5,0,91,14,2,0.18,2100,2023-01-01 00:02:01
27.5,5,0,91,14,2,0.0,2100,2023-01-01 00:02:02
22.0,5,0,91,14,2,0.0,2100,2023-01-01 00:02:03
22.6,5,0,92,16,2,0.0,2100,2023-01-01 00:02:04
27.5,5,0,92,16,2,0.0,2100,2023-01-01 00:02:05
22.0,5,0,92,16,2,0.0,2100,2023-01-01 00:02:06
27.6,6,0,92,18,2,0.0,2100,2023-01-01 00:02:07
22.0,6,0,92,18,2,0.0,2100,2023-01-01 00:02:08
21.8,6,0,92,18,2,0.0,2100,2023-01-01 00:02:09
27.5,5,0,92,15,2,0.0,2100,2023-01-01 00:02:10
22.1,5,0,92,15,2,0.0,2100,2023-01-01 00:02:11
27.4,5,0,92,17,2,0.0,2100,2023-01-01 00:02:12
22.0,5,0,92,17,2,0.0,2100,2023-01-01 00:02:13
27.3,5,0,92,16,2,0.0,2100,2023-01-01 00:02:14
22.0,5,0,92,16,2,0.0,2100,2023-01-01 00:02:15
21.9,5,0,92,16,2,0.0,2100,2023-01-01 00:02:16
22.1,3,0,91,16,2,0.0,2100,2023-01-01 00:02:17
22.0,3,0,91,16,2,0.0,2100,2023-01-01 00:02:18
27.6,3,0,91,16,2,0.0,2100,2023-01-01 00:02:19
22.0,2,0,91,16,2,0.0,2100,2023-01-01 00:02:20
21.9,2,0,91,16,2,0.0,2100,2023-01-01 00:02:21
27.3,2,0,91,16,2,0.0,2100,2023-01-01 00:02:22
22.2,2,0,92,17,2,0.0,2100,2023-01-01 00:02:23
22.1,2,0,92,17,2,0.0,2100,2023-01-01 00:02:24
21.9,6,0,92,16,2,0.0,2100,2023-01-01 00:02:25
27.5,6,0,92,16,2,0.0,2100,2023-01-01 00:02:26
22.1,6,0,92,16,2,0.0,2100,2023-01-01 00:02:27
22.2,4,0,92,17,2,0.0,2100,2023-01-01 00:02:28
27.5,2,0,91,15,2,0.0,2100,2023-01-01 00:02:29
22.0,2,0,91,15,2,0.0,2100,2023-01-01 00:02:30
22.0,5,0,91,15,2,0.0,2100,2023-01-01 00:02:31
20.6,5,0,91,15,2,0.0,2100,2023-01-01 00:02:32
22.0,5,0,91,15,2,0.0,2100,2023-01-01 00:02:33
27.6,3,0,91,17,2,0.0,2100,2023-01-01 00:02:34
22.0,3,0,91,17,2,0.0,2100,2023-01-01 00:02:35
27.4,3,0,92,17,2,0.0,2100,2023-01-01 00:02:36
16.4,3,0,92,17,2,0.0,2100,2023-01-01 00:02:37
31.0,3,0,92,17,2,0.0,2100,2023-01-01 00:02:38
17.9,3,0,91,16,2,0.0,2100,2023-01-01 00:02:39
27.4,3,0,91,16,2,0.0,2100,2023-01-01 00:02:40
22.0,3,0,91,16,2,0.0,2100,2023-01-01 00:02:41
21.9,3,0,92,17,2,0.22,2100,2023-01-01 00:02:42
27.4,3,0,92,17,2,0.26,2100,2023-01-01 00:02:43
16.6,3,0,92,17,2,0.0,2100,2023-01-01 00:02:44
27.4,4,0,92,18,2,0.0,2100,2023-01-01 00:02:45
22.1,4,0,92,18,2,0.0,2100,2023-01-01 00:02:46
21.9,4,0,92,18,2,0.0,2100,2023-01-01 00:02:47
22.2,2,0,92,17,2,0.0,2100,2023-01-01 00:02:48
21.9,2,0,92,17,2,0.0,2100,2023-01-01 00:02:49
22.1,4,0,91,16,2,0.0,2100,2023-01-01 00:02:50
16.4,4,0,91,16,2,0.0,2100,2023-01-01 00:02:51
15.8,4,1,83,12,2,0.0,700,2023-01-01 00:02:52
15.8,4,0,83,12,2,0.0,700,2023-01-01 00:02:53
6.35,4,0,83,12,2,0.0,700,2023-01-01 00:02:54
9.47,4,0,84,11,2,0.0,700,2023-01-01 00:02:55
6.35,4,0,84,11,2,0.0,700,2023-01-01 00:02:56
6.3,9,0,83,8,2,0.0,700,2023-01-01 00:02:57
3.14,9,0,83,8,2,0.0,700,2023-01-01 00:02:58
19.3,9,0,83,8,2,0.0,700,2023-01-01 00:02:59
23.5,5,0,88,14,2,0.0,2100,2023-01-01 00:03:00
30.3,5,0,88,14,2,0.0,2100,2023-01-01 00:03:01
21.1,4,0,90,14,2,0.0,2100,2023-01-01 00:03:02
20.1,4,0,90,14,2,0.0,2100,2023-01-01 00:03:03
27.7,4,0,90,14,2,0.0,2100,2023-01-01 00:03:04
22.4,4,0,91,13,2,0.0,2100,2023-01-01 00:03:05
22.1,4,0,91,13,2,0.0,2100,2023-01-01 00:03:06
27.9,4,0,91,13,2,0.0,2100,2023-01-01 00:03:07
22.4,5,0,89,12,2,0.26,2100,2023-01-01 00:03:08
22.2,5,0,89,12,2,0.52,2100,2023-01-01 00:03:09
27.8,5,0,89,12,2,1.66,2100,2023-01-01 00:03:10
22.4,6,0,85,11,2,2.36,2100,2023-01-01 00:03:11
27.7,6,0,85,11,2,3.49,2100,2023-01-01 00:03:12
22.3,4,0,84,11,2,3.97,2100,2023-01-01 00:03:13
27.9,4,0,84,11,2,4.8,2100,2023-01-01 00:03:14
22.1,4,0,84,11,2,4.88,2100,2023-01-01 00:03:15
27.7,4,0,88,12,2,5.33,2100,2023-01-01 00:03:16
22.2,4,0,88,12,2,6.78,2100,2023-01-01 00:03:17
11.1,4,0,88,12,2,6.9,2100,2023-01-01 00:03:18
24.1,6,0,102,19,3,7.47,2100,2023-01-01 00:03:19
17.7,6,0,102,19,3,7.68,2100,2023-01-01 00:03:20
22.2,6,0,102,19,3,7.53,2100,2023-01-01 00:03:21
22.3,5,1,85,16,1,7.29,2100,2023-01-01 00:03:22
16.8,5,0,85,16,1,8.26,2100,2023-01-01 00:03:23
22.2,5,0,85,16,1,7.31,2100,2023-01-01 00:03:24
22.4,7,0,89,14,1,8.39,2100,2023-01-01 00:03:25
22.4,7,0,89,14,1,7.79,2100,2023-01-01 00:03:26
27.7,7,0,89,14,1,6.85,2100,2023-01-01 00:03:27
22.1,7,0,96,15,2,7.11,2100,2023-01-01 00:03:28
27.7,7,0,96,15,2,6.09,2100,2023-01-01 00:03:29
22.3,9,0,92,13,1,5.8,2100,2023-01-01 00:03:30
27.6,9,0,92,13,1,5.89,2100,2023-01-01 00:03:31
22.3,9,0,92,13,1,4.21,2100,2023-01-01 00:03:32
26.8,7,0,95,14,1,5.91,2100,2023-01-01 00:03:33
18.2,7,0,95,14,1,3.54,2100,2023-01-01 00:03:34
22.2,7,0,95,14,1,3.32,2100,2023-01-01 00:03:35
18.0,6,0,99,20,2,2.15,2100,2023-01-01 00:03:36
11.7,6,0,99,20,2,2.12,2100,2023-01-01 00:03:37
5.57,7,1,95,14,3,1.08,2100,2023-01-01 00:03:38
0.0,7,0,95,14,3,0.77,2100,2023-01-01 00:03:39
5.5,7,0,95,14,3,1.63,2100,2023-01-01 00:03:40
5.51,5,0,96,15,3,0.0,2100,2023-01-01 00:03:41
5.52,5,0,96,15,3,0.0,2100,2023-01-01 00:03:42
5.5,7,0,96,16,3,0.0,2100,2023-01-01 00:03:43
0.0,7,0,96,16,3,0.0,2100,2023-01-01 00:03:44
5.53,7,0,96,16,3,0.0,2100,2023-01-01 00:03:45
5.5,6,0,95,14,3,0.0,2100,2023-01-01 00:03:46
5.53,6,0,95,14,3,0.0,2100,2023-01-01 00:03:47
5.5,6,0,95,14,3,0.0,2100,2023-01-01 00:03:48
5.52,5,0,95,13,3,0.0,2100,2023-01-01 00:03:49
5.55,5,0,95,13,3,0.0,2100,2023-01-01 00:03:50
5.5,6,0,96,15,3,0.0,2100,2023-01-01 00:03:51
0.0,6,0,96,15,3,0.0,2100,2023-01-01 00:03:52
5.53,6,0,96,15,3,0.19,2100,2023-01-01 00:03:53
5.59,6,1,99,16,1,0.0,1900,2023-01-01 00:03:54
5.5,6,0,99,16,1,0.0,1900,2023-01-01 00:03:55
11.0,6,0,99,16,1,0.0,1900,2023-01-01 00:03:56
5.5,6,0,99,18,2,0.0,1900,2023-01-01 00:03:57
11.1,6,0,99,18,2,0.0,1900,2023-01-01 00:03:58
5.52,6,0,99,18,2,0.0,1900,2023-01-01 00:03:59
11.1,5,0,99,16,2,0.0,1900,2023-01-01 00:04:00
5.5,5,0,99,16,2,0.0,1900,2023-01-01 00:04:01
5.48,5,0,99,16,2,0.0,1900,2023-01-01 00:04:02
11.0,6,0,97,15,1,0.0,1900,2023-01-01 00:04:03
6.89,6,0,97,15,1,0.0,1900,2023-01-01 00:04:04
5.52,6,0,97,15,1,0.0,1900,2023-01-01 00:04:05
11.0,7,0,97,17,1,0.0,1900,2023-01-01 00:04:06
5.48,7,0,97,17,1,1.86,1900,2023-01-01 00:04:07
5.54,7,0,97,17,1,3.4,1900,2023-01-01 00:04:08
11.0,7,0,95,16,1,4.65,1900,2023-01-01 00:04:09
11.0,7,0,95,16,1,5.16,1900,2023-01-01 00:04:10
5.57,7,0,95,16,1,5.87,1900,2023-01-01 00:04:11
11.0,7,0,92,14,1,6.93,1900,2023-01-01 00:04:12
5.5,7,0,92,14,1,6.89,1900,2023-01-01 00:04:13
5.59,8,0,100,19,1,7.4,1900,2023-01-01 00:04:14
16.7,8,0,100,19,1,7.99,1900,2023-01-01 00:04:15
11.1,8,0,100,19,1,7.26,1900,2023-01-01 00:04:16
11.1,11,1,97,17,4,7.31,1900,2023-01-01 00:04:17
16.6,11,0,97,17,4,6.94,1900,2023-01-01 00:04:18
11.0,8,0,95,16,4,8.45,1900,2023-01-01 00:04:19
5.5,8,0,95,16,4,8.45,1900,2023-01-01 00:04:20
11.1,8,0,95,16,4,7.72,1900,2023-01-01 00:04:21
11.0,7,1,88,14,1,7.63,2100,2023-01-01 00:04:22
11.2,7,0,88,14,1,7.05,2100,2023-01-01 00:04:23
16.6,7,0,88,14,1,5.76,2100,2023-01-01 00:04:24
11.0,6,0,95,18,1,5.71,2100,2023-01-01 00:04:25
16.5,6,0,95,18,1,4.72,2100,2023-01-01 00:04:26
5.52,7,1,93,14,3,3.47,2100,2023-01-01 00:04:27
5.5,7,0,93,14,3,3.47,2100,2023-01-01 00:04:28
5.52,7,0,93,14,3,1.19,2100,2023-01-01 00:04:29
5.5,6,0,96,16,3,0.32,2100,2023-01-01 00:04:30
5.5,6,0,96,16,3,0.32,2100,2023-01-01 00:04:31
11.0,6,0,96,16,3,0.22,2100,2023-01-01 00:04:32
5.5,6,1,93,18,2,0.0,2100,2023-01-01 00:04:33
11.0,6,0,93,18,2,0.0,2100,2023-01-01 00:04:34
5.53,6,0,93,18,2,0.0,2100,2023-01-01 00:04:35
11.0,4,0,90,15,1,0.0,1900,2023-01-01 00:04:36
11.0,4,0,90,15,1,0.0,1900,2023-01-01 00:04:37
11.0,7,0,89,14,1,0.0,1900,2023-01-01 00:04:38
11.1,7,0,89,14,1,0.0,1900,2023-01-01 00:04:39
16.6,7,0,89,14,1,0.0,1900,2023-01-01 00:04:40
11.1,5,0,90,16,1,0.0,1900,2023-01-01 00:04:41
11.0,5,0,90,16,1,0.0,1900,2023-01-01 00:04:42
11.1,5,0,90,16,1,0.0,1900,2023-01-01 00:04:43
11.1,7,0,87,15,1,0.0,1900,2023-01-01 00:04:44
11.1,7,0,87,15,1,0.0,1900,2023-01-01 00:04:45
0.0,7,0,94,20,1,3.16,1900,2023-01-01 00:04:46
17.8,7,0,94,20,1,4.45,1900,2023-01-01 00:04:47
5.57,7,0,94,20,1,4.83,1900,2023-01-01 00:04:48
5.57,8,1,92,14,3,3.63,2100,2023-01-01 00:04:49
5.48,8,0,92,14,3,5.39,2100,2023-01-01 00:04:50
5.5,6,0,89,13,3,7.62,2100,2023-01-01 00:04:51
5.48,6,0,89,13,3,7.62,2100,2023-01-01 00:04:52
5.5,6,0,89,13,3,7.95,2100,2023-01-01 00:04:53
5.57,6,0,88,14,3,8.25,2100,2023-01-01 00:04:54
0.0,6,0,88,14,3,7.74,2100,2023-01-01 00:04:55
5.68,9,0,87,12,3,7.07,2100,2023-01-01 00:04:56
5.52,9,0,87,12,3,7.07,2100,2023-01-01 00:04:57
5.5,9,0,87,12,3,7.47,2100,2023-01-01 00:04:58
5.5,7,0,90,13,3,7.93,2100,2023-01-01 00:04:59
0.0,7,0,90,13,3,8.18,2100,2023-01-01 00:05:00
5.52,7,0,90,13,3,7.58,2100,2023-01-01 00:05:01
5.53,9,0,95,14,3,8.25,2100,2023-01-01 00:05:02
5.51,9,0,95,14,3,8.25,2100,2023-01-01 00:05:03
0.0,9,0,95,14,3,6.43,2100,2023-01-01 00:05:04
5.52,11,0,100,17,3,6.43,2100,2023-01-01 00:05:05
5.53,11,0,100,17,3,5.7,2100,2023-01-01 00:05:06
0.0,10,0,91,11,3,5.75,2100,2023-01-01 00:05:07
5.48,10,0,91,11,3,5.13,2100,2023-01-01 00:05:08
0.0,10,0,91,11,3,5.06,2100,2023-01-01 00:05:09
5.5,9,1,95,16,3,4.15,1900,2023-01-01 00:05:10
5.5,9,0,95,16,3,2.92,1900,2023-01-01 00:05:11
5.5,9,0,95,16,3,2.33,1900,2023-01-01 00:05:12
5.5,7,0,88,14,3,3.55,1900,2023-01-01 00:05:13
11.1,7,0,88,14,3,4.13,1900,2023-01-01 00:05:14
11.2,7,0,88,14,3,4.58,1900,2023-01-01 00:05:15
11.2,8,0,93,14,3,4.98,1900,2023-01-01 00:05:16
16.8,8,0,93,14,3,4.6,1900,2023-01-01 00:05:17
11.0,8,0,93,14,3,3.96,1900,2023-01-01 00:05:18
11.8,8,0,94,16,3,4.0,1900,2023-01-01 00:05:19
16.7,8,0,94,16,3,3.25,1900,2023-01-01 00:05:20
5.5,8,0,94,16,3,2.46,1900,2023-01-01 00:05:21
5.5,6,1,93,14,4,1.23,2100,2023-01-01 00:05:22
5.53,6,0,93,14,4,0.54,2100,2023-01-01 00:05:23
5.61,7,0,95,15,4,0.35,2100,2023-01-01 00:05:24
0.0,7,0,95,15,4,0.35,2100,2023-01-01 00:05:25
5.5,7,0,95,15,4,0.0,2100,2023-01-01 00:05:26
5.5,4,0,96,15,4,0.0,2100,2023-01-01 00:05:27
5.52,4,0,96,15,4,0.0,2100,2023-01-01 00:05:28
5.5,4,0,96,15,4,0.0,2100,2023-01-01 00:05:29
5.59,7,0,95,14,4,0.0,2100,2023-01-01 00:05:30
0.0,7,0,95,14,4,0.3,2100,2023-01-01 00:05:31
5.53,7,0,92,13,4,0.32,2100,2023-01-01 00:05:32
5.5,7,0,92,13,4,0.36,2100,2023-01-01 00:05:33
5.5,7,0,92,13,4,0.19,2100,2023-01-01 00:05:34
5.5,7,0,94,14,4,0.29,2100,2023-01-01 00:05:35
0.0,7,0,94,14,4,0.35,2100,2023-01-01 00:05:36
5.55,5,0,93,15,4,0.5,2100,2023-01-01 00:05:37
5.52,5,0,93,15,4,0.49,2100,2023-01-01 00:05:38
0.0,5,0,93,15,4,0.51,2100,2023-01-01 00:05:39
5.55,6,0,93,17,4,0.0,2100,2023-01-01 00:05:40
0.0,6,0,93,17,4,0.0,2100,2023-01-01 00:05:41
5.5,6,0,93,17,4,0.0,2100,2023-01-01 00:05:42
5.53,3,1,80,9,3,0.0,700,2023-01-01 00:05:43
5.55,3,0,80,9,3,0.0,700,2023-01-01 00:05:44
5.5,3,0,80,9,3,0.0,700,2023-01-01 00:05:45
5.48,6,0,80,9,2,0.0,700,2023-01-01 00:05:46
11.0,6,0,80,9,2,0.0,700,2023-01-01 00:05:47
5.48,6,0,80,9,2,0.0,700,2023-01-01 00:05:48
5.52,7,0,83,10,3,0.29,700,2023-01-01 00:05:49
5.5,7,0,83,10,3,0.96,700,2023-01-01 00:05:50
6.57,7,0,83,10,3,2.75,700,2023-01-01 00:05:51
5.48,5,0,86,11,2,3.95,700,2023-01-01 00:05:52
12.6,5,0,86,11,2,6.21,700,2023-01-01 00:05:53
6.32,5,0,80,9,3,7.54,700,2023-01-01 00:05:54
6.33,5,0,80,9,3,7.78,700,2023-01-01 00:05:55
6.3,5,0,80,9,3,7.61,700,2023-01-01 00:05:56
6.3,4,0,82,10,2,7.91,700,2023-01-01 00:05:57
6.35,4,0,82,10,2,8.04,700,2023-01-01 00:05:58
6.31,4,0,82,10,2,7.93,700,2023-01-01 00:05:59
3.14,5,0,83,10,2,8.21,700,2023-01-01 00:06:00
3.14,5,0,83,10,2,6.19,700,2023-01-01 00:06:01
7.78,5,0,83,10,2,7.17,700,2023-01-01 00:06:02
9.49,6,0,80,10,2,6.07,700,2023-01-01 00:06:03
6.31,6,0,80,10,2,6.96,700,2023-01-01 00:06:04
6.34,6,0,80,9,2,6.66,700,2023-01-01 00:06:05
5.38,6,0,80,9,2,5.57,700,2023-01-01 00:06:06
3.14,6,0,80,9,2,4.95,700,2023-01-01 00:06:07
9.48,5,0,82,10,2,4.32,700,2023-01-01 00:06:08
6.33,5,0,82,10,2,3.56,700,2023-01-01 00:06:09
6.33,5,0,82,10,2,2.23,700,2023-01-01 00:06:10
6.35,5,0,80,8,2,2.28,700,2023-01-01 00:06:11
6.33,5,0,80,8,2,2.35,700,2023-01-01 00:06:12
3.16,5,0,80,8,2,1.0,700,2023-01-01 00:06:13
6.33,4,0,81,9,1,0.43,700,2023-01-01 00:06:14
3.14,4,0,81,9,1,0.15,700,2023-01-01 00:06:15
3.16,5,0,79,9,2,0.15,700,2023-01-01 00:06:16
5.05,5,0,79,9,2,0.0,700,2023-01-01 00:06:17
6.39,5,0,79,9,2,0.0,700,2023-01-01 00:06:18
6.28,5,0,83,8,2,0.0,700,2023-01-01 00:06:19
6.31,5,0,83,8,2,0.0,700,2023-01-01 00:06:20
5.31,2,0,78,10,2,0.0,700,2023-01-01 00:06:21
6.3,2,0,78,10,2,3.84,700,2023-01-01 00:06:22
6.3,2,0,78,10,2,4.36,700,2023-01-01 00:06:23
6.3,7,0,80,7,2,8.47,700,2023-01-01 00:06:24
3.14,7,0,80,7,2,7.57,700,2023-01-01 00:06:25
6.29,7,0,80,7,2,7.37,700,2023-01-01 00:06:26
6.33,7,0,80,10,2,6.95,700,2023-01-01 00:06:27
6.35,7,0,80,10,2,7.24,700,2023-01-01 00:06:28
6.33,7,0,80,10,2,6.65,700,2023-01-01 00:06:29
3.21,4,0,75,10,1,6.78,700,2023-01-01 00:06:30
3.18,4,0,75,10,1,6.42,700,2023-01-01 00:06:31
11.0,4,0,75,10,1,6.73,700,2023-01-01 00:06:32
6.32,5,0,71,7,1,6.42,700,2023-01-01 00:06:33
6.31,5,0,71,7,1,6.55,700,2023-01-01 00:06:34
6.3,5,0,71,7,1,6.25,700,2023-01-01 00:06:35
4.79,4,0,67,7,1,7.66,700,2023-01-01 00:06:36
6.3,4,0,67,7,1,6.12,700,2023-01-01 00:06:37
6.33,4,0,67,7,1,6.49,700,2023-01-01 00:06:38
6.35,5,0,69,7,0,6.19,700,2023-01-01 00:06:39
6.3,5,0,69,7,0,5.89,700,2023-01-01 00:06:40
6.37,5,0,69,7,0,4.09,700,2023-01-01 00:06:41
3.16,6,0,69,11,0,5.01,700,2023-01-01 00:06:42
9.52,6,0,69,11,0,5.44,700,2023-01-01 00:06:43
25.5,6,0,69,11,0,3.63,700,2023-01-01 00:06:44
22.4,6,1,74,13,1,3.54,2100,2023-01-01 00:06:45
25.4,6,0,74,13,1,1.65,2100,2023-01-01 00:06:46
25.2,6,0,74,13,1,2.1,2100,2023-01-01 00:06:47
24.7,7,0,75,17,1,3.14,2100,2023-01-01 00:06:48
29.3,7,0,75,17,1,1.86,2100,2023-01-01 00:06:49
25.0,7,0,75,17,1,5.1,2100,2023-01-01 00:06:50
