datarate,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_1,PCell_SNR_2,PCell_Downlink_Num_RBs,PCell_Downlink_TB_Size,PCell_Downlink_Average_MCS,PCell_Downlink_frequency,PCell_Downlink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,SCell_RSRP_max,SCell_RSRQ_max,SCell_RSSI_max,SCell_SNR_1,SCell_SNR_2,SCell_Downlink_Num_RBs,SCell_Downlink_TB_Size,SCell_Downlink_Average_MCS,SCell_Downlink_frequency,SCell_Downlink_bandwidth_MHz,SCell_Cell_Identity,SCell_freq_MHz,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,date
26500000.0,-94.395,-17.9775,-86.681875,9.850000038146973,-0.591000004261732,40375.0,2892946.0,25.0,1801.0,20,51842568.0,1800.0,-102.975,-15.30625,-91.6125,1.290000005736947,-8.170000028610229,53486.0,1084962.0,10.0,2850.0,20,51842565.0,2600.0,52.51396666666667,13.33523,37.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:32
24600000.0,-95.23,-18.325,-86.811875,7.215999989509583,-1.5270000037550926,38788.0,2487310.0,23.0,1801.0,20,51842568.0,1800.0,-102.645,-15.4825,-91.560625,0.4210000019520521,-8.35600004196167,43975.0,804308.0,8.0,2850.0,20,51842565.0,2600.0,52.513965,13.33523,37.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:33
21900000.0,-94.355,-17.574375,-87.066875,9.955,-1.687999990582466,35616.0,2405919.0,24.0,1801.0,20,51842568.0,1800.0,-103.134375,-15.669375,-91.4425,-0.4350000002235174,-8.135000038146973,48232.0,822821.0,8.0,2850.0,20,51842565.0,2600.0,52.513963333333336,13.335228333333333,37.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:34
31100000.0,-94.073125,-17.4325,-87.91625,10.521000003814697,-1.7969999913871288,57588.0,4293274.0,26.0,1801.0,20,51842568.0,1800.0,-103.2,-15.785,-91.44375,-0.6179999988526106,-8.263000044822693,80500.0,1451975.0,8.0,2850.0,20,51842565.0,2600.0,52.51396166666667,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:35
44100000.0,-93.575,-17.746875,-86.64875,11.247999963760376,-0.14400000356137752,60586.0,4753630.0,26.0,1801.0,20,51842568.0,1800.0,-102.674375,-15.75875,-91.256875,-0.5600000015646219,-7.924000015258789,91660.0,1720804.0,9.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:36
40900000.0,-94.65875,-18.37375,-86.8175,8.975000019073486,-1.0220000050216913,64402.0,4142117.0,23.0,1801.0,20,51842568.0,1800.0,-103.460625,-16.42,-91.1825,-2.086000010147691,-8.423000020980835,90172.0,1416296.0,7.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:37
39400000.0,-94.480625,-18.8625,-86.76,9.231000008583068,-0.2170000008493662,67269.0,4344158.0,23.0,1801.0,20,51842568.0,1800.0,-103.5625,-15.99625,-91.269375,-1.008999996483326,-7.74300000667572,80170.0,1415768.0,8.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:38
31800000.0,-95.064375,-18.235625,-87.14625,8.21499999523163,-0.4750000037997961,50408.0,3206268.0,23.0,1801.0,20,51842568.0,1800.0,-103.71,-15.866875,-91.365625,-0.7910000022500754,-8.002000017166138,80596.0,1370830.0,8.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:39
28500000.0,-94.155,-16.320625,-88.189375,8.503999996185303,-0.5640000016987323,20420.0,1336397.0,24.0,1801.0,20,51842568.0,1800.0,-103.880625,-15.740625,-91.6725,-0.5080000030249358,-9.26199996471405,51480.0,883404.0,8.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:40
12500000.0,-94.1675,-18.03875,-88.03625,8.85600004196167,-1.060000002682209,21789.0,1435783.0,24.0,1801.0,20,51842568.0,1800.0,-104.256875,-16.225625,-91.69,-1.7069999862462282,-9.553999977111816,48088.0,750313.0,7.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:41
17300000.0,-93.654375,-17.423125,-86.764375,9.345000009536744,0.023000000789761544,24964.0,1779581.0,25.0,1801.0,20,51842568.0,1800.0,-104.175625,-16.119375,-91.511875,-1.3899999961256981,-8.603999996185303,46910.0,778432.0,8.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:42
21200000.0,-93.54625,-18.511875,-85.5425,9.848000001907348,-0.0640000033378601,37267.0,2778158.0,26.0,1801.0,20,51842568.0,1800.0,-103.853125,-16.458125,-91.270625,-2.4329999954998494,-8.407000031471252,42402.0,660337.0,7.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:43
25000000.0,-93.43125,-18.686875,-85.33375,9.86100001335144,0.2820000037550926,41629.0,3173872.0,26.0,1801.0,20,51842568.0,1800.0,-104.170625,-16.465,-91.40875,-2.1399999976158144,-9.037000064849854,45716.0,701789.0,7.0,2850.0,20,51842565.0,2600.0,52.51396,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:44
27600000.0,-92.441875,-18.153125,-85.565625,11.759999961853028,1.6179999932646751,40983.0,3167709.0,26.0,1801.0,20,51842568.0,1800.0,-104.2525,-16.563125,-91.40875,-2.4299999955296516,-8.85399999141693,47128.0,707639.0,7.0,2850.0,20,51842565.0,2600.0,52.513958333333335,13.335228333333333,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:45
27200000.0,-92.359375,-18.25125,-85.64875,10.862999963760377,1.1409999987483024,35613.0,2843558.0,27.0,1801.0,20,51842568.0,1800.0,-104.0825,-16.2875,-91.30375,-1.721000002026558,-7.8240000438690185,46138.0,722173.0,7.0,2850.0,20,51842565.0,2600.0,52.513958333333335,13.335226666666667,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:46
22700000.0,-92.094375,-18.313125,-84.660625,10.77299994468689,1.3209999993443489,33870.0,2776490.0,27.0,1801.0,20,51842568.0,1800.0,-104.11375,-16.574375,-91.123125,-2.4770000123232605,-7.681999998092651,47957.0,727957.0,7.0,2850.0,20,51842565.0,2600.0,52.513956666666665,13.335225,37.8,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:47
23500000.0,-92.03875,-18.73125,-84.9275,10.280999994277954,0.5190000005066395,40330.0,2991253.0,26.0,1801.0,20,51842568.0,1800.0,-104.215625,-16.53125,-91.264375,-2.1099999922513963,-8.513000020980835,49378.0,768189.0,7.0,2850.0,20,51842565.0,2600.0,52.513956666666665,13.335225,37.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:48
24100000.0,-92.256875,-18.385625,-85.02375,10.41300000190735,0.996000003144145,40116.0,2875053.0,25.0,1801.0,20,51842568.0,1800.0,-104.28875,-16.47125,-91.370625,-1.697000006362796,-8.740000033378601,44135.0,672511.0,7.0,2850.0,20,51842565.0,2600.0,52.513955,13.335223333333333,37.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:49
26800000.0,-93.478125,-19.145,-86.70375,8.721999959945679,-0.6800000037997961,37848.0,2373466.0,23.0,1801.0,20,51842568.0,1800.0,-104.0775,-15.320625,-91.704375,1.5759999984502793,-8.100999979972839,46521.0,997022.0,10.0,2850.0,20,51842565.0,2600.0,52.513955,13.335223333333333,37.6,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:50
24000000.0,-94.10875,-18.168125,-87.464375,8.038000030517578,-0.9710000019520522,32134.0,1906676.0,22.0,1801.0,20,51842568.0,1800.0,-103.68875,-15.734375,-91.560625,0.3570000085234642,-8.337000017166138,46221.0,903322.0,9.0,2850.0,20,51842565.0,2600.0,52.513951666666664,13.335221666666667,37.4,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:51
17000000.0,-94.101875,-17.204375,-87.22125,8.262000064849854,-0.49000000037252905,30059.0,1850573.0,23.0,1801.0,20,51842568.0,1800.0,-104.26375,-15.523125,-91.6025,0.6819999985396862,-7.789000024795532,46926.0,862493.0,8.0,2850.0,20,51842565.0,2600.0,52.513951666666664,13.33522,37.4,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:52
19500000.0,-93.115625,-18.385,-85.960625,9.195000014305116,-0.2720000012218952,34969.0,2549996.0,25.0,1801.0,20,51842568.0,1800.0,-104.198125,-15.254375,-91.82625,1.6520000065118075,-8.340999965667725,48619.0,1159060.0,11.0,2850.0,20,51842565.0,2600.0,52.513951666666664,13.33522,37.3,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:53
30000000.0,-93.44375,-18.77875,-85.24875,9.132000036239624,-0.05800000049173832,41680.0,2941923.0,25.0,1801.0,20,51842568.0,1800.0,-103.9675,-15.675,-91.615625,0.11200000248849391,-8.305000019073486,47009.0,943142.0,10.0,2850.0,20,51842565.0,2600.0,52.513951666666664,13.335218333333334,37.3,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:54
27700000.0,-93.131875,-19.080625,-84.573125,9.179999990463257,-0.18899999901652337,39029.0,2974833.0,26.0,1801.0,20,51842568.0,1800.0,-104.05125,-16.665625,-91.244375,-2.8700000143051145,-8.805000019073486,44008.0,654184.0,7.0,2850.0,20,51842565.0,2600.0,52.51395333333333,13.335218333333334,37.3,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.44075,2021-06-22 09:50:55
23800000.0,-94.7,-18.464375,-86.493125,7.70399998664856,-1.1809999996423721,35748.0,2324332.0,24.0,1801.0,20,51842568.0,1800.0,-105.11875,-17.111875,-91.316875,-3.8589999985694887,-9.089999971389771,30256.0,359404.0,5.0,2850.0,20,51842565.0,2600.0,52.51395,13.335216666666666,37.1,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:56
17600000.0,-95.226875,-18.3025,-86.14125,6.895999999046325,-0.617000003233552,34225.0,1935318.0,21.0,1801.0,20,51842568.0,1800.0,-104.58375,-16.47875,-91.33625,-2.323999996185303,-8.48700002670288,48010.0,616591.0,6.0,2850.0,20,51842565.0,2600.0,52.51394666666667,13.335216666666666,36.9,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:57
20000000.0,-94.57875,-18.885,-86.7425,6.888999996185302,-1.0620000016689302,42864.0,2673039.0,23.0,1801.0,20,51842568.0,1800.0,-103.811875,-16.58875,-91.115,-2.693999982327223,-7.936000022888184,48071.0,673811.0,6.0,2850.0,20,51842565.0,2600.0,52.51394166666667,13.335213333333334,36.7,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:58
23900000.0,-94.254375,-19.229375,-86.9825,7.275000023841858,-1.2829999989271164,38080.0,2521338.0,24.0,1801.0,20,51842568.0,1800.0,-103.504375,-16.003125,-91.305625,-1.3449999904632568,-8.002000045776366,47844.0,728486.0,7.0,2850.0,20,51842565.0,2600.0,52.513938333333336,13.335213333333334,36.5,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:59
20100000.0,-95.160625,-17.94375,-87.826875,6.373000016212464,-1.9659999895095825,28185.0,1948318.0,25.0,1801.0,20,51842568.0,1800.0,-103.546875,-16.164375,-91.26375,-1.557999995574355,-7.973000011444092,42476.0,620360.0,7.0,2850.0,20,51842565.0,2600.0,52.513936666666666,13.335213333333334,36.3,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.48787,2021-06-22 09:51:00
20200000.0,-95.236875,-19.24625,-85.928125,6.614000000953674,-1.3740000027418136,38391.0,2466156.0,23.0,1801.0,20,51842568.0,1800.0,-103.565,-16.168125,-91.188125,-1.566999989449978,-7.889000010490418,46338.0,758948.0,7.0,2850.0,20,51842565.0,2600.0,52.513935,13.335213333333334,36.2,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.48787,2021-06-22 09:51:01
23700000.0,-95.39625,-18.259375,-86.61125,6.678999991416931,-1.2020000100135804,35213.0,2189889.0,23.0,1801.0,20,51842568.0,1800.0,-103.786875,-16.050625,-91.2875,-1.5189999967813492,-8.179000010490418,46253.0,791509.0,8.0,2850.0,20,51842565.0,2600.0,52.513931666666664,13.335213333333334,36.0,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.48787,2021-06-22 09:51:02
15300000.0,-95.37875,-17.84625,-86.49125,7.302000012397766,-1.0810000023245812,32675.0,1902220.0,22.0,1801.0,20,51842568.0,1800.0,-103.7275,-16.288125,-91.378125,-1.8110000000894069,-8.860000019073487,46785.0,700687.0,7.0,2850.0,20,51842565.0,2600.0,52.51392833333333,13.335211666666666,35.9,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.48787,2021-06-22 09:51:03
23100000.0,-95.60625,-18.20625,-86.05375,7.4340000295639035,-0.8780000007152557,37900.0,2283549.0,23.0,1801.0,20,51842568.0,1800.0,-103.8125,-15.79875,-91.559375,-0.3739999992400408,-8.746999988555908,49665.0,887697.0,8.0,2850.0,20,51842565.0,2600.0,52.51392166666667,13.33521,35.6,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.48787,2021-06-22 09:51:04
20500000.0,-96.0475,-17.70625,-86.5375,6.767000002861023,-1.61799999833107,36689.0,1952509.0,19.0,1801.0,20,51842568.0,1800.0,-103.973125,-16.158125,-91.33625,-1.566000000089407,-8.407000002861023,46402.0,777013.0,8.0,2850.0,20,51842565.0,2600.0,52.513918333333336,13.335208333333334,35.4,0.0,30.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.48787,2021-06-22 09:51:05
