datarate,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_1,PCell_SNR_2,PCell_Downlink_Num_RBs,PCell_Downlink_TB_Size,PCell_Downlink_Average_MCS,PCell_Downlink_frequency,PCell_Downlink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,SCell_RSRP_max,SCell_RSRQ_max,SCell_RSSI_max,SCell_SNR_1,SCell_SNR_2,SCell_Downlink_Num_RBs,SCell_Downlink_TB_Size,SCell_Downlink_Average_MCS,SCell_Downlink_frequency,SCell_Downlink_bandwidth_MHz,SCell_Cell_Identity,SCell_freq_MHz,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,date
79300000.0,-93.684375,-14.99875,-60.109375,16.293999996185303,14.840999984741211,43685.0,5332100.0,24.0,1300.0,20,33802242.0,1800.0,-85.426875,-9.741875,-55.663125,23.869000053405763,25.21999990463257,48060.0,7043216.0,25.0,3050.0,20,33802248.0,2600.0,52.513828333333336,13.334828333333334,32.2,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:07
83000000.0,-93.418125,-15.088125,-59.976875,16.80300001144409,15.184999990463258,42309.0,5041300.0,23.0,1300.0,20,33802242.0,1800.0,-86.99125,-9.665,-57.303125,23.787999992370604,24.04,49263.0,7698606.0,26.0,3050.0,20,33802248.0,2600.0,52.51382666666667,13.334826666666666,32.2,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:08
87300000.0,-92.895625,-14.8175,-58.716875,17.201999921798706,16.520999975204468,39949.0,4765000.0,23.0,1300.0,20,33802242.0,1800.0,-87.681875,-9.45625,-58.36,24.163999977111818,24.101000022888183,44633.0,7227236.0,27.0,3050.0,20,33802248.0,2600.0,52.51382666666667,13.334825,32.2,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:09
84200000.0,-93.67125,-15.126875,-60.294375,16.65299994468689,14.442000017166137,39421.0,4607214.0,23.0,1300.0,20,33802242.0,1800.0,-88.36875,-9.866875,-58.815,24.33699987411499,23.19799987792969,46978.0,7601292.0,27.0,3050.0,20,33802248.0,2600.0,52.51382666666667,13.334825,32.2,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:10
82000000.0,-93.30875,-15.054375,-59.824375,17.133999996185302,15.036999969482421,33941.0,3931040.0,23.0,1300.0,20,33802242.0,1800.0,-87.975625,-9.705625,-58.26875,23.052000007629395,23.823999996185304,48823.0,7648344.0,27.0,3050.0,20,33802248.0,2600.0,52.513825,13.334825,32.2,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:11
81300000.0,-93.236875,-15.759375,-58.904375,16.449999990463258,14.106999940872193,44477.0,5147411.0,23.0,1300.0,20,33802242.0,1800.0,-88.7775,-9.88625,-58.896875,22.660000057220458,23.37799997329712,48706.0,7616377.0,27.0,3050.0,20,33802248.0,2600.0,52.513825,13.334823333333333,32.2,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:12
87300000.0,-93.155,-15.61375,-59.883125,16.37400001525879,13.347999992370605,39673.0,4788601.0,24.0,1300.0,20,33802242.0,1800.0,-88.0675,-9.70875,-58.36375,22.329000034332275,23.46600004196167,45736.0,7055128.0,26.0,3050.0,20,33802248.0,2600.0,52.513825,13.334823333333333,32.3,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:13
82400000.0,-93.5175,-15.5925,-60.425,15.478000001907349,12.61300000667572,40642.0,4570659.0,23.0,1300.0,20,33802242.0,1800.0,-87.4675,-9.631875,-57.838125,23.750999965667724,23.966000061035157,48220.0,7463979.0,27.0,3050.0,20,33802248.0,2600.0,52.513823333333335,13.334821666666667,32.3,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:14
83100000.0,-94.09,-15.8,-60.0475,15.019000005722045,12.891000003814698,38763.0,4098473.0,22.0,1300.0,20,33802242.0,1800.0,-86.26875,-9.684375,-56.58625,22.74099994659424,24.76499994277954,47102.0,7406928.0,27.0,3050.0,20,33802248.0,2600.0,52.513821666666665,13.33482,32.3,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:15
77900000.0,-93.936875,-15.666875,-60.28125,14.854000005722046,12.520999970436096,34433.0,3156622.0,20.0,1300.0,20,33802242.0,1800.0,-87.31375,-9.755625,-57.5575,23.343999977111817,24.14800003051758,46968.0,7055815.0,26.0,3050.0,20,33802248.0,2600.0,52.513821666666665,13.33482,32.3,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:16
73400000.0,-93.64875,-15.35875,-60.298125,15.133999938964843,13.25899995803833,41491.0,4066073.0,21.0,1300.0,20,33802242.0,1800.0,-87.701875,-9.666875,-58.025625,23.188999977111816,23.725,50252.0,7638030.0,26.0,3050.0,20,33802248.0,2600.0,52.51382,13.33482,32.3,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:17
76400000.0,-93.585625,-15.0525,-59.896875,14.943000020980834,13.950999975204468,30867.0,3626262.0,24.0,1300.0,20,33802242.0,1800.0,-87.06375,-9.7725,-57.291875,24.171000022888183,24.29100004196167,46020.0,7008149.0,26.0,3050.0,20,33802248.0,2600.0,52.51382,13.33482,32.4,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:18
74100000.0,-93.76875,-15.22875,-58.879375,15.552999954223633,15.469999961853027,37924.0,4200165.0,23.0,1300.0,20,33802242.0,1800.0,-86.774375,-9.68375,-57.075625,23.424999980926515,24.199999980926513,44959.0,6284276.0,25.0,3050.0,20,33802248.0,2600.0,52.51382,13.33482,32.4,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:19
74400000.0,-93.331875,-15.419375,-58.85125,15.39199999809265,14.110000019073487,34677.0,3920654.0,23.0,1300.0,20,33802242.0,1800.0,-87.6975,-9.7225,-57.953125,22.673999977111816,23.493000011444092,40346.0,5580284.0,25.0,3050.0,20,33802248.0,2600.0,52.51382,13.33482,32.4,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:20
61400000.0,-93.831875,-15.370625,-59.688125,15.086000022888184,13.324999980926513,29062.0,3217760.0,23.0,1300.0,20,33802242.0,1800.0,-86.918125,-9.70875,-57.199375,22.06499994277954,23.90299995422363,45453.0,6629393.0,25.0,3050.0,20,33802248.0,2600.0,52.51382,13.33482,32.4,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:21
75100000.0,-93.0525,-15.299375,-58.37875,16.833000030517578,15.925000095367432,43209.0,4935982.0,23.0,1300.0,20,33802242.0,1800.0,-87.05375,-9.776875,-57.26375,23.27400001525879,23.79999988555908,46088.0,6636488.0,26.0,3050.0,20,33802248.0,2600.0,52.51381833333333,13.33482,32.4,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:22
73300000.0,-93.99625,-15.024375,-59.663125,16.07099997520447,14.604999990463257,41356.0,5049068.0,24.0,1300.0,20,33802242.0,1800.0,-87.86125,-9.76875,-58.075,22.518999996185304,23.70199993133545,48288.0,6812956.0,25.0,3050.0,20,33802248.0,2600.0,52.51381833333333,13.33482,32.5,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:23
84200000.0,-92.661875,-14.99125,-58.77375,17.403000020980834,15.197999973297119,34955.0,4700914.0,25.0,1300.0,20,33802242.0,1800.0,-88.6875,-9.655625,-59.061875,22.749000072479248,23.43499994277954,44275.0,6071079.0,25.0,3050.0,20,33802248.0,2600.0,52.51381833333333,13.33482,32.5,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:24
68400000.0,-90.5425,-15.210625,-57.78375,18.36800006866455,14.132000036239624,29420.0,4214283.0,25.0,1300.0,20,33802242.0,1800.0,-89.08125,-9.674375,-59.445,22.51199996948242,23.633999977111817,47096.0,6431949.0,24.0,3050.0,20,33802248.0,2600.0,52.51381833333333,13.33482,32.5,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:25
74500000.0,-90.775625,-15.015,-57.980625,18.35400001525879,17.474999923706054,34161.0,3979595.0,23.0,1300.0,20,33802242.0,1800.0,-91.16,-9.75625,-61.4275,21.117000102996826,22.00999994277954,43266.0,5322560.0,23.0,3050.0,20,33802248.0,2600.0,52.51381666666666,13.334818333333333,32.5,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:26
63400000.0,-90.038125,-14.618125,-55.96875,17.989000024795534,19.608000059127807,38966.0,4026637.0,21.0,1300.0,20,33802242.0,1800.0,-92.215,-9.856875,-62.458125,18.476000089645385,20.437999992370607,45130.0,5112271.0,22.0,3050.0,20,33802248.0,2600.0,52.51381666666666,13.334813333333333,32.5,0.0,265.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:27
59200000.0,-94.90125,-14.6375,-60.825,15.245000057220459,15.57900004386902,38958.0,3526157.0,20.0,1300.0,20,33802242.0,1800.0,-93.729375,-9.706875,-64.109375,18.091000061035157,18.668000049591065,47940.0,4533169.0,20.0,3050.0,20,33802248.0,2600.0,52.513821666666665,13.334806666666667,32.5,1.852,283.0,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:28
52900000.0,-96.513125,-14.66875,-61.935,13.030000019073487,14.284000015258789,36568.0,3011357.0,18.0,1300.0,20,33802242.0,1800.0,-93.74125,-9.85375,-63.865625,16.925,18.73599991798401,45862.0,4399127.0,20.0,3050.0,20,33802248.0,2600.0,52.51382666666667,13.334798333333334,32.5,2.0372000000000003,299.1,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:29
51000000.0,-96.595,-15.03125,-61.51375,11.71400002002716,13.257999954223633,46883.0,3763666.0,18.0,1300.0,20,33802242.0,1800.0,-95.135,-9.83,-65.24125,15.977000074386597,17.62800003051758,44841.0,3736096.0,18.0,3050.0,20,33802248.0,2600.0,52.51383333333333,13.334795,32.5,2.0372000000000003,310.8,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:30
52600000.0,-96.631875,-14.824375,-61.849375,10.260999975204468,12.712999992370605,41202.0,3280035.0,18.0,1300.0,20,33802242.0,1800.0,-95.55,-9.70625,-65.850625,16.275999975204467,15.878999910354615,42838.0,3386818.0,17.0,3050.0,20,33802248.0,2600.0,52.51383833333333,13.334791666666666,32.5,1.852,319.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:31
42100000.0,-96.215,-15.2575,-60.988125,10.01300000667572,12.117999982833862,44187.0,3689448.0,19.0,1300.0,20,33802242.0,1800.0,-95.563125,-9.7,-66.09125,15.698000011444092,16.277999992370606,45316.0,3238972.0,16.0,3050.0,20,33802248.0,2600.0,52.513845,13.334788333333334,32.5,1.852,325.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:32
49500000.0,-95.241875,-14.901875,-60.39125,13.849000005722045,14.346000070571899,42031.0,3486910.0,19.0,1300.0,20,33802242.0,1800.0,-96.42625,-9.80625,-66.624375,14.447999997138977,16.21799997329712,46220.0,3464774.0,17.0,3050.0,20,33802248.0,2600.0,52.51385,13.334786666666666,32.5,1.852,330.0,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:33
44700000.0,-95.65,-14.831875,-60.77,13.830000014305115,14.436999998092652,42212.0,3548342.0,19.0,1300.0,20,33802242.0,1800.0,-95.838125,-9.8525,-65.983125,14.763999996185303,15.961000061035156,43322.0,3188070.0,16.0,3050.0,20,33802248.0,2600.0,52.51385166666667,13.334788333333334,32.6,1.4816000000000003,335.7,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:34
42200000.0,-95.125,-14.93,-60.118125,13.197000036239624,14.379999980926513,40238.0,3202055.0,19.0,1300.0,20,33802242.0,1800.0,-96.876875,-10.004375,-66.8675,13.102000064849854,14.649000062942505,30538.0,1751227.0,15.0,3050.0,20,33802248.0,2600.0,52.513855,13.33479,32.7,1.4816000000000003,342.5,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:35
33200000.000000004,-94.8925,-14.97,-59.890625,13.375999979972839,15.07000005722046,41024.0,3763825.0,21.0,1300.0,20,33802242.0,1800.0,-95.72375,-9.894375,-65.82375,13.791000022888184,15.68299991607666,41666.0,2609398.0,20.0,3050.0,20,33802248.0,2600.0,52.51385666666667,13.334791666666666,32.8,1.2964,349.5,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:36
45700000.0,-95.19375,-15.329375,-59.84125,12.352999992370606,14.088000030517579,43915.0,3737617.0,19.0,1300.0,20,33802242.0,1800.0,-96.34625,-9.888125,-66.450625,13.018000016212463,15.429000005722045,45578.0,2731892.0,20.0,3050.0,20,33802248.0,2600.0,52.51385833333333,13.334791666666666,33.0,1.2964,355.1,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:37
45200000.0,-95.11875,-15.033125,-60.0875,12.247000026702882,14.546000022888183,44041.0,3821155.0,20.0,1300.0,20,33802242.0,1800.0,-96.250625,-9.94875,-66.306875,16.29700005531311,16.386999883651733,47272.0,3365509.0,16.0,3050.0,20,33802248.0,2600.0,52.51386,13.334793333333334,33.1,1.2964,359.5,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:38
49700000.0,-95.768125,-14.88125,-60.87625,11.330999960899353,13.695000038146972,43817.0,3566605.0,20.0,1300.0,20,33802242.0,1800.0,-96.79125,-10.039375,-66.745,14.021999998092651,14.752999954223633,36756.0,2503937.0,16.0,3050.0,20,33802248.0,2600.0,52.51386166666666,13.334795,33.2,1.1112,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:39
35000000.0,-95.33375,-14.845,-60.48125,10.024999961853027,13.234000034332276,30829.0,2374567.0,18.0,1300.0,20,33802242.0,1800.0,-96.6275,-10.093125,-66.535,11.413999981880188,13.984999980926514,36201.0,1972589.0,19.0,3050.0,20,33802248.0,2600.0,52.513865,13.334795,33.3,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:40
26800000.0,-95.719375,-14.6,-61.085625,9.98699996471405,14.02800000190735,30688.0,2288992.0,18.0,1300.0,20,33802242.0,1800.0,-95.445,-9.96625,-65.48,12.090999975204468,15.303000011444091,32668.0,1894254.0,19.0,3050.0,20,33802248.0,2600.0,52.513866666666665,13.334796666666668,33.4,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:41
34300000.0,-96.52375,-14.78875,-61.685,9.670000040531159,12.71399998664856,43494.0,3226034.0,19.0,1300.0,20,33802242.0,1800.0,-95.18375,-9.993125,-65.18625,12.438999967575073,16.966999959945678,45617.0,2920162.0,24.0,3050.0,20,33802248.0,2600.0,52.513866666666665,13.334795,33.6,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:42
41300000.0,-96.975625,-15.3725,-61.698125,9.2900000166893,10.673999972343445,41985.0,3147844.0,19.0,1300.0,20,33802242.0,1800.0,-94.914375,-9.963125,-64.93375,12.869999942779542,16.145000085830688,42015.0,2561832.0,23.0,3050.0,20,33802248.0,2600.0,52.513868333333335,13.334796666666668,33.6,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:43
33900000.0,-97.374375,-15.4525,-62.106875,9.18100000679493,10.727000048160553,35148.0,2641343.0,19.0,1300.0,20,33802242.0,1800.0,-96.855625,-10.00375,-66.83125,10.51900000333786,12.689000010490417,30562.0,1532736.0,14.0,3050.0,20,33802248.0,2600.0,52.51387,13.334796666666668,33.6,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:44
30000000.0,-98.684375,-15.010625,-63.819375,10.55500005722046,11.05400007724762,39628.0,2786731.0,18.0,1300.0,20,33802242.0,1800.0,-98.555,-10.035625,-68.535625,9.741999962329864,12.42699999332428,39812.0,1770636.0,11.0,3050.0,20,33802248.0,2600.0,52.513873333333336,13.334796666666668,33.6,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:45
32400000.0,-99.015625,-15.286875,-63.72125,8.70599997997284,10.196999974250794,43502.0,3245574.0,18.0,1300.0,20,33802242.0,1800.0,-99.85875,-10.271875,-69.508125,8.69299998998642,10.388999965190887,43725.0,1817668.0,15.0,3050.0,20,33802248.0,2600.0,52.513875,13.334798333333334,33.6,0.0,3.4,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:46
32000000.0,-100.234375,-15.6675,-65.085,7.415000023841858,7.055000004768371,43661.0,2727455.0,16.0,1300.0,20,33802242.0,1800.0,-101.24875,-10.793125,-70.55125,9.322000031471253,9.03999997138977,42976.0,1667403.0,13.0,3050.0,20,33802248.0,2600.0,52.513885,13.334796666666668,33.4,1.852,359.9,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:47
29800000.0,-100.58125,-15.60125,-65.244375,7.661999990940094,7.093999959230423,36729.0,2365417.0,16.0,1300.0,20,33802242.0,1800.0,-101.925,-10.643125,-71.59125,8.501999988555909,8.636000027656555,40410.0,1479619.0,11.0,3050.0,20,33802248.0,2600.0,52.513888333333334,13.334796666666668,33.6,1.4816000000000003,0.6,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:48
26100000.0,-99.6,-15.44,-64.101875,7.717999979257583,8.526999992728234,37974.0,2634699.0,17.0,1300.0,20,33802242.0,1800.0,-100.333125,-10.3625,-70.06,8.831000008583068,10.390000047683715,39603.0,1622083.0,11.0,3050.0,20,33802248.0,2600.0,52.513891666666666,13.334798333333334,33.6,1.4816000000000003,2.1,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:49
27800000.0,-100.046875,-15.179375,-64.871875,7.0199999785423275,7.292999969944358,26996.0,1789866.0,20.0,1300.0,20,33802242.0,1800.0,-100.075,-10.20375,-70.236875,10.965999979972839,12.145000014305115,34669.0,1745960.0,15.0,3050.0,20,33802248.0,2600.0,52.513891666666666,13.334798333333334,33.8,1.2964,4.7,0.0653,0.04,18.13,18.13,14.04,0.77,1011.9,4.07,0.97,3.0,16.093,2.53146,2021-06-22 09:50:50
