datarate,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_1,PCell_SNR_2,PCell_Uplink_Num_RBs,PCell_Uplink_TB_Size,PCell_Uplink_Tx_Power_(dBm),PCell_Uplink_frequency,PCell_Uplink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,date
3730000.0,-108.494375,-15.164375,-94.515,-3.13399999268353,-13.228000001907349,31684.0,684854.0,24.324293785310733,19801.0,20,51447561.0,1800.0,52.51318666666667,13.331745,37.6,30.372799999999998,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:00
3560000.0,-109.07625,-15.804375,-94.544375,-2.8239999900013206,-13.529000034332276,25011.0,510831.0,23.452088452088454,19801.0,20,51447561.0,1800.0,52.513196666666666,13.331878333333334,37.5,34.0768,83.6,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:01
2430000.0,-109.305625,-16.324375,-94.4625,-3.6530000086128713,-13.64600001335144,19873.0,391810.0,23.508108108108107,19801.0,20,51447561.0,1800.0,52.51320833333333,13.332021666666666,37.5,35.5584,83.5,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:02
2240000.0,-111.208125,-17.9825,-94.43625,-5.301999984830618,-14.06000002861023,19570.0,321869.0,27.31340872374798,19801.0,20,51447561.0,1800.0,52.513218333333334,13.33217,37.4,36.114000000000004,83.5,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.39141,2021-06-23 09:30:03
8430000.0,-106.14029255319149,-13.944148936170214,-93.19880319148936,2.691489378981134,-11.75319152182721,58980.0,1698100.0,29.140430351075878,19801.0,20,51842568.0,1800.0,52.51322833333333,13.33232,37.2,36.299200000000006,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.39141,2021-06-23 09:30:04
14600000.0,-103.68125,-12.050625,-92.9575,6.107000013142824,-11.004999952316284,38747.0,2008042.0,24.527162977867203,19801.0,20,51842568.0,1800.0,52.513238333333334,13.33247,37.1,36.6696,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:05
14800000.0,-104.510625,-12.369375,-92.9525,5.312000016570091,-10.645,43840.0,2170754.0,25.57831325301205,19801.0,20,51842568.0,1800.0,52.51325,13.332623333333334,37.0,37.595600000000005,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:06
15600000.0,-103.68625,-12.63625,-92.9775,6.289999979734421,-10.068000063896179,44554.0,2297134.0,24.834834834834833,19801.0,20,51842568.0,1800.0,52.513261666666665,13.33278,36.9,38.52160000000001,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:07
16300000.0,-102.54625,-12.385625,-92.9225,6.919999966621399,-10.239000024795532,42707.0,2326456.0,23.04004004004004,19801.0,20,51842568.0,1800.0,52.51327166666667,13.33294,36.8,39.077200000000005,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:08
15000000.0,-104.193125,-12.8675,-92.979375,5.784999995231629,-10.968000001907349,42903.0,2174448.0,24.282980866062438,19801.0,20,51842568.0,1800.0,52.513283333333334,13.3331,36.7,39.077200000000005,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.45961,2021-06-23 09:30:09
16300000.0,-105.59125,-14.125625,-93.00625,3.1739999943971635,-12.124000024795532,43005.0,2254083.0,24.861167002012074,19801.0,20,51842568.0,1800.0,52.51329333333333,13.333258333333333,36.6,38.52160000000001,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.30735,2021-06-23 09:30:10
15300000.0,-106.190625,-15.383125,-93.008125,1.5429999905079603,-12.932000036239623,43235.0,2202542.0,25.575025176233634,19801.0,20,51842568.0,1800.0,52.513305,13.333416666666666,36.5,38.3364,83.6,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.30735,2021-06-23 09:30:11
15400000.0,-105.308125,-15.185625,-93.020625,2.2829999928176403,-12.609999990463256,42933.0,2218827.0,25.266064257028113,19801.0,20,51842568.0,1800.0,52.51331666666667,13.333573333333334,36.4,38.1512,83.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:12
15800000.0,-104.778125,-13.084375,-93.1,4.377999991551041,-11.908000011444091,43347.0,2313957.0,24.507537688442213,19801.0,20,51842568.0,1800.0,52.513326666666664,13.333728333333333,36.2,38.1512,83.8,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:13
16500000.0,-103.2675,-12.6725,-93.018125,6.066000008583069,-10.775000009536743,42259.0,2453970.0,23.902217741935484,19801.0,20,51842568.0,1800.0,52.51333666666667,13.333883333333333,36.2,37.7808,84.2,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:14
17500000.0,-100.800625,-12.204375,-92.850625,7.487000051736832,-8.282000019550324,42442.0,2523997.0,22.36916835699797,19801.0,20,51842568.0,1800.0,52.51334666666666,13.334038333333334,36.1,37.2252,84.5,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.77219,2021-06-23 09:30:15
17800000.0,-100.674375,-12.23625,-92.804375,6.202000017166138,-7.1670000147819515,42214.0,2525488.0,22.874111675126905,19801.0,20,51842568.0,1800.0,52.513355,13.33419,36.0,36.4844,84.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.77219,2021-06-23 09:30:16
18200000.0,-100.0775,-12.280625,-92.56375,6.107999999523162,-5.514000006094575,43552.0,2613734.0,23.212637913741222,19801.0,20,51842568.0,1800.0,52.51336333333333,13.334338333333333,35.9,35.9288,85.1,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:17
19000000.0,-98.678125,-12.35,-92.358125,6.9040000098943715,-4.483999990448356,43181.0,2700683.0,22.03803803803804,19801.0,20,51842568.0,1800.0,52.51337,13.334483333333333,35.9,35.188,85.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:18
19400000.0,-98.37625,-12.191875,-92.236875,7.1150000023841855,-3.705000002980232,41019.0,2622562.0,23.887775551102205,19801.0,20,51842568.0,1800.0,52.513376666666666,13.334623333333333,35.9,32.9656,86.4,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,3.56064,2021-06-23 09:30:19
18800000.0,-97.361875,-11.5575,-91.818125,9.676000018119812,-1.4039999970048667,38038.0,2435034.0,26.12060301507538,19801.0,20,51842568.0,1800.0,52.51338166666667,13.334751666666667,35.9,29.632,86.5,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:20
18500000.0,-97.134375,-11.455625,-91.36,11.116999979019164,-1.0410000021755694,39238.0,2509951.0,24.102204408817634,19801.0,20,51842568.0,1800.0,52.51338833333333,13.334866666666667,35.8,26.2984,86.3,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:21
19400000.0,-97.508125,-11.168125,-91.725625,11.161999983787537,-1.1499999852478504,39999.0,2562878.0,24.284,19801.0,20,51842568.0,1800.0,52.513395,13.334966666666666,35.8,23.890800000000002,85.7,0.0915,0.09,19.03,19.03,12.65,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:22
20100000.0,-97.10625,-11.104375,-91.525625,10.748000001907348,-1.0470000062137843,41850.0,2685341.0,25.074074074074073,19801.0,20,51842568.0,1800.0,52.513403333333336,13.335061666666666,35.7,22.779600000000002,85.0,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,3.39141,2021-06-23 09:30:23
20400000.0,-98.0875,-10.674375,-92.053125,11.368999991416931,-2.2349999939650296,41893.0,2684983.0,25.318637274549097,19801.0,20,51842568.0,1800.0,52.51340833333333,13.335153333333333,35.6,22.409200000000002,84.5,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,3.39141,2021-06-23 09:30:24
20300000.0,-98.011875,-10.743125,-92.301875,12.494000024795533,-3.284999998360872,42358.0,2709483.0,24.881763527054108,19801.0,20,51842568.0,1800.0,52.513416666666664,13.335245,35.6,22.779600000000002,83.9,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,3.39141,2021-06-23 09:30:25
20000000.0,-97.138125,-10.501875,-92.165625,13.805999937057495,-2.4590000086277723,41805.0,2677362.0,23.714,19801.0,20,51842568.0,1800.0,52.513423333333336,13.335341666666666,35.6,25.002000000000002,83.7,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,3.39141,2021-06-23 09:30:26
19300000.0,-97.189375,-11.083125,-91.980625,13.868999996185302,-2.7009999893605707,40223.0,2568880.0,25.463316582914572,19801.0,20,51842568.0,1800.0,52.51343166666667,13.33545,35.6,27.594800000000003,83.5,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:27
19800000.0,-96.91125,-10.5925,-91.870625,13.864999971389771,-1.706999998241663,41117.0,2631844.0,23.629258517034067,19801.0,20,51842568.0,1800.0,52.51343833333333,13.335566666666667,35.6,28.335600000000003,83.1,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:28
20100000.0,-95.46875,-10.439375,-91.383125,14.561999969482422,0.33300001464784146,41718.0,2671943.0,23.19497487437186,19801.0,20,51842568.0,1800.0,52.513448333333336,13.33568,35.5,28.1504,82.1,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:29
19900000.0,-94.3575,-10.131875,-91.31375,15.508000001907348,1.0510000109672546,41662.0,2663112.0,22.812,19801.0,20,51842568.0,1800.0,52.513461666666664,13.335795,35.5,28.706000000000003,80.3,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.72152,2021-06-23 09:30:30
19400000.0,-93.60625,-10.295625,-90.62625,16.13600010871887,2.334000017121434,41003.0,2617617.0,20.884884884884883,19801.0,20,51842568.0,1800.0,52.51347666666667,13.335905,35.5,27.0392,78.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:31
20000000.0,-96.3325,-11.06875,-91.619375,14.376000003814697,-0.9919999992102384,41595.0,2657033.0,23.311935807422266,19801.0,20,51842568.0,1800.0,52.51349166666667,13.336006666666666,35.6,24.076,75.7,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:32
19200000.0,-97.204375,-10.88875,-92.07,14.167000036239624,-1.9149999970197678,39994.0,2550553.0,25.27482447342026,19801.0,20,51842568.0,1800.0,52.513505,13.336096666666666,35.6,21.6684,75.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:33
18700000.0,-99.57875,-11.094375,-92.558125,11.92399998664856,-4.97200000345707,42637.0,2699311.0,24.867469879518072,19801.0,20,51842568.0,1800.0,52.513506666666665,13.336171666666667,35.6,18.7052,82.5,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:34
19400000.0,-99.23875,-11.05125,-92.426875,12.784000034332275,-4.89699998319149,41103.0,2616359.0,25.68108651911469,19801.0,20,51842568.0,1800.0,52.513505,13.336236666666666,35.6,16.8532,88.7,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:35
18600000.0,-98.33,-10.924375,-92.478125,12.978000030517578,-4.235000008344651,40573.0,2580275.0,25.859154929577464,19801.0,20,51842568.0,1800.0,52.513505,13.336295,34.8,14.0752,88.1,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:36
19100000.0,-97.24,-11.0475,-92.12125,13.766999979019165,-2.197999994829297,40385.0,2584162.0,26.257286432160804,19801.0,20,51842568.0,1800.0,52.513513333333336,13.336338333333334,34.3,8.148800000000001,87.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:37
19600000.0,-94.7825,-10.78625,-91.213125,16.520999994277954,1.1500000026077033,39729.0,2545060.0,25.006006006006007,19801.0,20,51842568.0,1800.0,52.51351833333333,13.336361666666667,34.0,4.815200000000001,87.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:38
19800000.0,-94.060625,-10.64625,-91.115625,15.705999994277954,0.4229999988526106,40828.0,2618123.0,23.795,19801.0,20,51842568.0,1800.0,52.51352,13.336376666666666,33.9,5.000400000000001,87.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:39
20000000.0,-95.7775,-10.464375,-92.08125,15.000999994277954,-2.019000004157424,40979.0,2623584.0,23.08908908908909,19801.0,20,51842568.0,1800.0,52.51352333333333,13.336398333333333,33.9,4.815200000000001,87.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:40
19600000.0,-96.23125,-10.595,-92.099375,13.931000003814697,-2.451000000834465,39700.0,2545524.0,22.837537840565087,19801.0,20,51842568.0,1800.0,52.513526666666664,13.336426666666666,34.1,7.9636000000000005,87.0,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:41
19800000.0,-96.984375,-11.420625,-91.8775,12.117999968528748,-2.746000004187226,40867.0,2620371.0,22.76281407035176,19801.0,20,51842568.0,1800.0,52.513531666666665,13.336475,34.2,15.186399999999999,86.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:42
19900000.0,-96.699375,-10.89,-91.9225,12.273000001907349,-1.698000003322959,41433.0,2651702.0,22.139558232931726,19801.0,20,51842568.0,1800.0,52.51353666666667,13.336548333333333,34.0,20.9276,85.9,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:43
19800000.0,-96.850625,-10.73625,-92.3275,13.02200002670288,-3.472999988421798,41321.0,2645499.0,23.47638190954774,19801.0,20,51842568.0,1800.0,52.51354333333333,13.336638333333333,33.9,23.3352,85.0,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:44
19800000.0,-96.07625,-10.4575,-91.618125,14.155999927520751,0.07600000604987145,41093.0,2628343.0,21.672344689378757,19801.0,20,51842568.0,1800.0,52.51355,13.336733333333333,33.8,22.224,84.2,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:45
19100000.0,-96.591875,-10.43625,-91.92625,13.696000027656556,-1.2369999885559082,39247.0,2504749.0,21.584754262788366,19801.0,20,51842568.0,1800.0,52.513556666666666,13.336815,33.8,18.52,84.4,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.86177,2021-06-23 09:30:46
19600000.0,-97.0325,-10.26125,-92.10375,13.794000005722046,-1.678000015616417,40595.0,2590284.0,21.532128514056225,19801.0,20,51842568.0,1800.0,52.51356,13.336888333333333,33.7,17.594,85.1,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.89533,2021-06-23 09:30:47
19000000.0,-95.266875,-10.5425,-92.390625,14.80099998474121,-3.5720000118017197,39193.0,2497207.0,23.567134268537075,19801.0,20,51842568.0,1800.0,52.513565,13.336963333333333,33.6,19.260800000000003,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.89533,2021-06-23 09:30:48
19400000.0,-97.888125,-11.40375,-92.301875,13.300000009536744,-4.102999994158745,40313.0,2572718.0,24.060180541624874,19801.0,20,51842568.0,1800.0,52.51357333333333,13.337043333333334,33.8,19.816399999999998,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.89533,2021-06-23 09:30:49
18000000.0,-99.5175,-11.77,-92.205625,11.84699999809265,-4.754999999329447,39929.0,2543006.0,25.251503006012022,19801.0,20,51842568.0,1800.0,52.513578333333335,13.337123333333333,33.8,20.001600000000003,85.7,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.89533,2021-06-23 09:30:50
18000000.0,-100.9775,-12.793125,-92.165,10.35299997329712,-5.799000010490418,40403.0,2556603.0,26.33199195171026,19801.0,20,51842568.0,1800.0,52.51358333333334,13.337206666666667,33.7,21.1128,85.3,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:51
19600000.0,-101.03375,-14.504375,-91.6575,10.705999975204469,-5.512000005245209,41554.0,2647205.0,25.622489959839356,19801.0,20,51842568.0,1800.0,52.51359,13.337285,33.8,18.149600000000003,85.3,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:52
19000000.0,-100.800625,-12.638125,-92.26,11.21199999809265,-5.573000009059906,42666.0,2681812.0,25.311623246492985,19801.0,20,51842568.0,1800.0,52.513598333333334,13.337343333333333,33.6,12.5936,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:53
19900000.0,-99.769375,-11.27375,-92.566875,11.882000036239624,-3.727000000476837,42711.0,2735780.0,24.496496496496498,19801.0,20,51842568.0,1800.0,52.513603333333336,13.337371666666666,33.3,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:54
18900000.0,-100.859375,-11.71875,-92.460625,11.26799994468689,-4.534000012874603,40335.0,2577243.0,26.008064516129032,19801.0,20,51842568.0,1800.0,52.513605,13.337375,33.0,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:55
19600000.0,-100.548125,-13.610625,-91.476875,11.649000024795532,-5.005,41313.0,2640233.0,25.227502527805864,19801.0,20,51842568.0,1800.0,52.51361,13.337376666666668,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:56
20000000.0,-99.6725,-13.01875,-91.818125,12.595000047683715,-5.392000000476838,41367.0,2645529.0,25.2,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.2,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:57
18900000.0,-100.25375,-12.039375,-92.33875,11.919000024795531,-6.136999974250793,40934.0,2620137.0,25.45983935742972,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.2,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:58
19400000.0,-100.323125,-10.855625,-92.676875,12.351000003814697,-5.3829999971389775,41872.0,2677345.0,25.300502512562815,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.2,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.43211,2021-06-23 09:30:59
19000000.0,-100.47125,-10.795625,-92.750625,12.396999988555908,-5.6490000009536745,40498.0,2592889.0,25.55722891566265,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:00
19200000.0,-99.595,-11.084375,-92.64375,13.146999931335449,-5.446999998092651,41815.0,2672988.0,25.014028056112224,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:01
19700000.0,-98.979375,-10.436875,-92.676875,14.29000002861023,-4.955999991893768,42394.0,2717815.0,24.40180360721443,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:02
19100000.0,-98.46375,-10.346875,-92.5825,14.650000009536743,-5.031999998092651,40512.0,2591916.0,25.100502512562816,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:03
19300000.0,-98.96125,-10.121875,-92.725625,14.270000047683716,-5.118000001907348,41813.0,2675995.0,25.586345381526105,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:04
19200000.0,-99.475,-10.12375,-92.84875,13.679000024795533,-6.174999995231628,42219.0,2701353.0,25.44744744744745,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:05
19600000.0,-100.008125,-10.988125,-92.685625,13.035,-6.446000003814698,42355.0,2713314.0,25.432,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:06
19900000.0,-100.006875,-10.781875,-92.7525,12.990000009536743,-6.016000003814697,42047.0,2691369.0,25.324649298597194,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:07
19100000.0,-100.404375,-11.37375,-92.515,12.395000019073485,-5.882000002861023,41930.0,2686995.0,26.0802407221665,19801.0,20,51842568.0,1800.0,52.513615,13.337378333333334,33.1,0.0,85.6,0.0958,0.09,19.03,19.03,12.66,0.67,1019.1,2.24,0.99,3.0,16.093,2.95718,2021-06-23 09:31:08
