datarate,PCell_RSRP_1,PCell_RSRP_2,PCell_RSRQ_1,PCell_RSRQ_2,PCell_RSSI_1,PCell_RSSI_2,PCell_SNR_1,PCell_SNR_2,date
18600000.0,-110.55625,-138.8775,-11.52625,-25.3775,-79.028125,-93.498125,8.450999965667725,-13.832999973297119,2021-06-22 10:04:14+02:00
18300000.0,-110.905,-139.05375,-11.66375,-25.56125,-79.23875,-93.495625,7.682000031471253,-14.288000020980835,2021-06-22 10:04:15+02:00
17900000.0,-111.10625,-139.241875,-11.635,-25.7775,-79.46875,-93.461875,7.7380000019073485,-14.30199999809265,2021-06-22 10:04:16+02:00
17200000.0,-111.08125,-139.70375,-11.649375,-26.193125,-79.43875,-93.50875,7.719000039100647,-14.21099988937378,2021-06-22 10:04:17+02:00
18300000.0,-110.795,-139.25,-11.600625,-25.78625,-79.198125,-93.46,8.115000038146972,-14.654000005722047,2021-06-22 10:04:18+02:00
17300000.0,-110.94875,-140.065625,-11.566875,-26.601875,-79.38125,-93.463125,8.081000008583068,-14.558999996185303,2021-06-22 10:04:19+02:00
18000000.0,-110.6475,-138.835625,-11.546875,-25.376875,-79.095,-93.465,8.032000012397766,-14.003000030517578,2021-06-22 10:04:20+02:00
16600000.000000002,-110.70375,-139.19625,-11.539375,-25.78,-79.165,-93.414375,7.935000033378601,-14.454000034332275,2021-06-22 10:04:21+02:00
16900000.0,-112.621875,-140.90625,-11.85625,-27.37375,-80.765625,-93.530625,6.848000020980835,-14.886000022888183,2021-06-22 10:04:22+02:00
15300000.0,-111.71,-141.33875,-11.696875,-27.755625,-80.01,-93.57875,7.415999994277954,-15.26,2021-06-22 10:04:23+02:00
14200000.0,-113.32375,-142.18375,-12.0475,-28.610625,-81.27375,-93.538125,6.09600001335144,-15.162999982833862,2021-06-22 10:04:24+02:00
14200000.0,-111.896875,-140.90875,-11.764375,-27.391875,-80.134375,-93.516875,7.416999979019165,-15.19800006866455,2021-06-22 10:04:25+02:00
17500000.0,-110.885,-139.9725,-11.506875,-26.435625,-79.376875,-93.538125,8.603000020980835,-14.44000002861023,2021-06-22 10:04:26+02:00
18000000.0,-112.32375,-140.980625,-11.786875,-27.485,-80.538125,-93.496875,7.156000015735626,-14.795,2021-06-22 10:04:27+02:00
14500000.0,-110.896875,-140.3775,-11.525,-26.8775,-79.369375,-93.4975,8.036000027656556,-14.921000061035157,2021-06-22 10:04:28+02:00
18200000.0,-110.6275,-139.871875,-11.48625,-26.441875,-79.145,-93.42625,7.943000020980835,-14.445000009536743,2021-06-22 10:04:29+02:00
18100000.0,-113.36375,-141.360625,-12.096875,-27.869375,-81.26875,-93.489375,5.0640000009536745,-14.341000003814697,2021-06-22 10:04:30+02:00
10600000.0,-113.97625,-143.546875,-12.21625,-29.455,-81.763125,-93.536875,5.173999987840652,-15.87100004196167,2021-06-22 10:04:31+02:00
16500000.0,-111.626875,-140.4375,-11.606875,-26.975,-80.020625,-93.465,7.566000032424927,-14.832999954223633,2021-06-22 10:04:32+02:00
19000000.0,-110.145625,-138.87375,-11.2325,-25.451875,-78.91625,-93.42375,9.465,-13.555999908447266,2021-06-22 10:04:33+02:00
21900000.0,-109.901875,-139.10875,-11.213125,-25.690625,-78.689375,-93.419375,9.775,-14.00799997329712,2021-06-22 10:04:34+02:00
24000000.0,-109.82375,-139.3775,-11.335625,-25.975,-78.49375,-93.401875,9.37000002861023,-14.707000007629395,2021-06-22 10:04:35+02:00
21600000.0,-109.42375,-139.253125,-11.244375,-25.823125,-78.1775,-93.430625,9.872999982833862,-14.560999994277955,2021-06-22 10:04:36+02:00
23300000.0,-109.809375,-139.150625,-11.335625,-25.729375,-78.474375,-93.4225,9.51599998474121,-14.25400001525879,2021-06-22 10:04:37+02:00
22900000.0,-109.386875,-138.805625,-11.31375,-25.4125,-78.06875,-93.388125,9.685999994277955,-14.088000049591065,2021-06-22 10:04:38+02:00
23600000.0,-109.48125,-138.82375,-11.225625,-25.436875,-78.259375,-93.38875,10.04,-14.172999982833863,2021-06-22 10:04:39+02:00
23000000.0,-109.3875,-138.638125,-11.23875,-25.201875,-78.150625,-93.4325,10.338999996185303,-13.85300004005432,2021-06-22 10:04:40+02:00
25100000.0,-109.119375,-138.16625,-11.175625,-24.729375,-77.944375,-93.439375,10.094999947547912,-13.502999954223633,2021-06-22 10:04:41+02:00
25600000.0,-109.5875,-138.65,-11.215625,-25.186875,-78.374375,-93.459375,10.227000017166137,-13.927000007629395,2021-06-22 10:04:42+02:00
25900000.0,-109.358125,-138.39,-11.1475,-24.924375,-78.21375,-93.469375,10.514999990463258,-13.732999982833862,2021-06-22 10:04:43+02:00
25300000.0,-109.704375,-138.233125,-11.2875,-24.83125,-78.416875,-93.400625,9.783999996185303,-13.829000015258789,2021-06-22 10:04:44+02:00
22600000.0,-110.574375,-139.414375,-11.409375,-25.938125,-79.163125,-93.4725,9.182000012397767,-14.47500002861023,2021-06-22 10:04:45+02:00
20800000.0,-110.66875,-138.81875,-11.439375,-25.35875,-79.23125,-93.463125,8.949999985694886,-13.818999977111817,2021-06-22 10:04:46+02:00
20600000.0,-111.143125,-139.720625,-11.57125,-26.246875,-79.5725,-93.474375,8.129000005722046,-14.255000038146973,2021-06-22 10:04:47+02:00
17900000.0,-111.05625,-139.66625,-11.666875,-26.18125,-79.39,-93.48625,8.173000020980835,-14.161999988555909,2021-06-22 10:04:48+02:00
18000000.0,-111.208125,-140.218125,-11.55375,-26.748125,-79.654375,-93.47,8.208000016212463,-15.068999910354615,2021-06-22 10:04:49+02:00
18600000.0,-111.01375,-139.921875,-11.495625,-26.388125,-79.514375,-93.53375,8.29900001525879,-14.70600001335144,2021-06-22 10:04:50+02:00
20700000.0,-110.61625,-138.77,-11.565625,-25.29875,-79.04875,-93.476875,7.708000020980835,-14.46700002670288,2021-06-22 10:04:51+02:00
19300000.0,-110.31625,-139.47375,-11.57625,-25.99375,-78.740625,-93.480625,8.253999996185303,-14.169999980926514,2021-06-22 10:04:52+02:00
20500000.0,-109.86875,-139.309375,-11.51625,-25.7775,-78.349375,-93.5275,8.521000003814697,-13.988000011444091,2021-06-22 10:04:53+02:00
21700000.0,-109.851875,-139.300625,-11.405,-25.776875,-78.444375,-93.525,9.187000017166138,-14.185000019073486,2021-06-22 10:04:54+02:00
23800000.0,-109.37625,-138.859375,-11.30125,-25.405625,-78.08,-93.46375,9.698999977111816,-14.20600001335144,2021-06-22 10:04:55+02:00
25400000.0,-109.13875,-138.38,-11.230625,-24.884375,-77.908125,-93.496875,10.125000009536743,-13.417000017166139,2021-06-22 10:04:56+02:00
25900000.0,-109.079375,-138.01125,-11.24375,-24.509375,-77.835,-93.503125,9.930999984741211,-13.411999998092652,2021-06-22 10:04:57+02:00
22700000.0,-109.888125,-139.098125,-11.4425,-25.588125,-78.44875,-93.51125,8.71800004005432,-14.052999954223633,2021-06-22 10:04:58+02:00
21600000.0,-110.075,-139.543125,-11.404375,-26.01375,-78.67375,-93.53125,8.601000061035156,-14.267000017166138,2021-06-22 10:04:59+02:00
21100000.0,-109.8625,-139.049375,-11.371875,-25.513125,-78.49,-93.54125,8.577999987602233,-14.408000040054322,2021-06-22 10:05:00+02:00
19100000.0,-109.70375,-138.545,-11.39125,-25.0875,-78.31375,-93.458125,8.332000017166138,-13.39899995803833,2021-06-22 10:05:01+02:00
19800000.0,-109.30375,-137.281875,-11.415625,-23.85125,-77.888125,-93.43125,8.292000031471252,-12.800999994277953,2021-06-22 10:05:02+02:00
18900000.0,-109.736875,-138.77375,-11.49625,-25.274375,-78.2375,-93.50125,8.002000031471253,-13.249000015258789,2021-06-22 10:05:03+02:00
18500000.0,-110.04125,-138.71625,-11.45,-25.2375,-78.589375,-93.475,8.617000007629395,-14.323999967575073,2021-06-22 10:05:04+02:00
20500000.0,-111.015,-139.540625,-11.628125,-26.009375,-79.389375,-93.53125,7.392999997138977,-14.092999982833863,2021-06-22 10:05:05+02:00
17300000.0,-109.965,-138.589375,-11.426875,-25.115625,-78.533125,-93.47375,8.41400002002716,-13.53299997329712,2021-06-22 10:05:06+02:00
20500000.0,-109.348125,-138.01,-11.37625,-24.548125,-77.971875,-93.46875,8.63199999809265,-13.481999988555907,2021-06-22 10:05:07+02:00
20300000.0,-110.541875,-138.595625,-11.5325,-25.113125,-79.00875,-93.481875,7.63600004196167,-14.026000032424927,2021-06-22 10:05:08+02:00
18500000.0,-109.28375,-137.730625,-11.488125,-24.315625,-77.795625,-93.4175,7.79700005531311,-13.100999994277954,2021-06-22 10:05:09+02:00
20900000.0,-108.83875,-137.590625,-11.220625,-24.146875,-77.62,-93.441875,9.767999963760376,-12.982999963760376,2021-06-22 10:05:10+02:00
24400000.0,-109.191875,-138.073125,-11.231875,-24.61625,-77.955,-93.4575,9.861999988555908,-13.104999980926515,2021-06-22 10:05:11+02:00
25500000.0,-109.4075,-138.249375,-11.246875,-24.753125,-78.1625,-93.49625,9.746999998092651,-13.506999912261962,2021-06-22 10:05:12+02:00
24300000.0,-109.275,-138.17,-11.218125,-24.73,-78.053125,-93.4375,9.985000004768372,-13.499999980926514,2021-06-22 10:05:13+02:00
24200000.0,-109.34875,-138.253125,-11.29,-24.78875,-78.055,-93.464375,9.807999935150146,-13.72700002670288,2021-06-22 10:05:14+02:00
24700000.0,-109.12375,-137.749375,-11.284375,-24.2625,-77.8375,-93.49,10.136999998092652,-12.99500002861023,2021-06-22 10:05:15+02:00
23000000.0,-109.00375,-137.670625,-11.295625,-24.225,-77.71,-93.443125,9.537000041007996,-12.842999963760375,2021-06-22 10:05:16+02:00
20700000.0,-109.34,-138.015,-11.35,-24.521875,-77.99375,-93.49,9.16400002002716,-13.306000022888183,2021-06-22 10:05:17+02:00
22300000.0,-109.34375,-137.66875,-11.319375,-24.21375,-78.025,-93.46,9.499000029563904,-12.689000043869019,2021-06-22 10:05:18+02:00
21700000.0,-109.39625,-137.81125,-11.368125,-24.331875,-78.029375,-93.4825,9.260999970436096,-13.337000007629394,2021-06-22 10:05:19+02:00
23100000.0,-109.59375,-138.078125,-11.358125,-24.590625,-78.24,-93.48875,9.749999980926514,-13.154000043869019,2021-06-22 10:05:20+02:00
21700000.0,-110.273125,-138.261875,-11.38375,-24.765625,-78.885,-93.493125,9.314999995231629,-13.614999961853027,2021-06-22 10:05:21+02:00
21200000.0,-109.8925,-137.883125,-11.354375,-24.39125,-78.54625,-93.48625,9.61700002670288,-12.967000045776366,2021-06-22 10:05:22+02:00
21900000.0,-110.189375,-138.211875,-11.338125,-24.670625,-78.84875,-93.539375,9.500999994277954,-13.745000009536744,2021-06-22 10:05:23+02:00
20600000.0,-110.430625,-138.065625,-11.4725,-24.62375,-78.955,-93.438125,8.528000035285949,-13.529999990463256,2021-06-22 10:05:24+02:00
19300000.0,-110.353125,-137.733125,-11.52125,-24.28875,-78.833125,-93.4425,8.26299997329712,-12.94600001335144,2021-06-22 10:05:25+02:00
19100000.0,-110.28375,-137.75,-11.509375,-24.269375,-78.778125,-93.480625,8.00900002002716,-13.221999959945679,2021-06-22 10:05:26+02:00
18500000.0,-110.61,-138.2875,-11.506875,-24.8125,-79.101875,-93.475,8.205999975204469,-13.880999927520753,2021-06-22 10:05:27+02:00
18400000.0,-110.35125,-137.460625,-11.524375,-24.04,-78.82625,-93.425625,7.970999994277954,-13.170000019073486,2021-06-22 10:05:28+02:00
17700000.0,-109.8625,-137.573125,-11.5275,-24.0575,-78.34,-93.511875,8.068000020980834,-12.760000028610229,2021-06-22 10:05:29+02:00
21000000.0,-109.745625,-137.425625,-11.36875,-23.96875,-78.379375,-93.455,9.22400007724762,-12.788999996185304,2021-06-22 10:05:30+02:00
19600000.0,-109.993125,-137.701875,-11.48875,-24.25875,-78.508125,-93.443125,8.098000059127807,-12.90100004196167,2021-06-22 10:05:31+02:00
17900000.0,-109.985,-138.08125,-11.44875,-24.608125,-78.535625,-93.4725,8.058000001907349,-13.782999963760377,2021-06-22 10:05:32+02:00
18700000.0,-109.48125,-137.638125,-11.381875,-24.2025,-78.096875,-93.436875,9.030000019073487,-12.941999998092651,2021-06-22 10:05:33+02:00
23400000.0,-109.24875,-137.554375,-11.24375,-24.0625,-78.004375,-93.491875,9.72700002670288,-12.991999940872192,2021-06-22 10:05:34+02:00
23200000.0,-109.911875,-137.663125,-11.3325,-24.169375,-78.575625,-93.493125,8.906999969482422,-13.469000034332275,2021-06-22 10:05:35+02:00
20200000.0,-110.4175,-138.5225,-11.495,-25.06125,-78.92,-93.46,8.724000034332276,-13.664999990463256,2021-06-22 10:05:36+02:00
21600000.0,-108.96875,-137.789375,-11.24625,-24.33125,-77.71875,-93.455,10.09100001335144,-13.385999994277954,2021-06-22 10:05:37+02:00
24100000.0,-108.84125,-137.555,-11.194375,-24.06375,-77.6475,-93.49375,10.355000009536743,-12.785000009536743,2021-06-22 10:05:38+02:00
23600000.0,-109.799375,-138.505,-11.27625,-24.969375,-78.51625,-93.540625,9.649999980926514,-13.490999937057495,2021-06-22 10:05:39+02:00
22600000.0,-109.544375,-138.25125,-11.248125,-24.75125,-78.2925,-93.50125,10.049000005722046,-13.56399995803833,2021-06-22 10:05:40+02:00
22800000.0,-109.065,-138.245625,-11.254375,-24.801875,-77.814375,-93.440625,10.002000017166138,-14.052999982833862,2021-06-22 10:05:41+02:00
23300000.0,-109.341875,-138.1675,-11.280625,-24.67375,-78.05625,-93.495625,9.367000031471253,-13.681999988555908,2021-06-22 10:05:42+02:00
20000000.0,-109.846875,-138.4325,-11.44125,-24.93625,-78.406875,-93.4925,8.390000009536744,-13.314000005722045,2021-06-22 10:05:43+02:00
20800000.0,-109.324375,-137.6075,-11.265625,-24.094375,-78.0575,-93.514375,9.940999989509583,-12.986000022888184,2021-06-22 10:05:44+02:00
22600000.0,-109.3725,-137.769375,-11.34875,-24.325625,-78.02875,-93.44,9.320000009536743,-13.181999950408935,2021-06-22 10:05:45+02:00
21200000.0,-109.443125,-137.860625,-11.4075,-24.385,-78.03125,-93.479375,8.979999995231628,-12.965000047683716,2021-06-22 10:05:46+02:00
20300000.0,-110.264375,-138.375,-11.558125,-24.89625,-78.70125,-93.478125,7.68800000667572,-14.043999996185303,2021-06-22 10:05:47+02:00
16000000.0,-110.96125,-138.97125,-11.7175,-25.495,-79.241875,-93.473125,6.815000019073486,-13.796999988555909,2021-06-22 10:05:48+02:00
18700000.0,-110.02375,-138.544375,-11.448125,-25.04375,-78.57125,-93.500625,8.385000019073486,-13.76700005531311,2021-06-22 10:05:49+02:00
17200000.0,-110.343125,-138.669375,-11.494375,-25.171875,-78.850625,-93.49375,8.798999991416931,-13.90600001335144,2021-06-22 10:05:50+02:00
21400000.0,-110.364375,-138.730625,-11.435,-25.294375,-78.93,-93.435,8.855999975204467,-14.13800004005432,2021-06-22 10:05:51+02:00
21400000.0,-110.5025,-139.1475,-11.428125,-25.633125,-79.0775,-93.51875,8.784999985694885,-14.165,2021-06-22 10:05:52+02:00
20100000.0,-111.01,-139.320625,-11.545,-25.826875,-79.459375,-93.495625,8.574999995231629,-14.497999944686889,2021-06-22 10:05:53+02:00
18600000.0,-110.655625,-139.30375,-11.464375,-25.826875,-79.188125,-93.474375,8.621999974250793,-14.205000028610229,2021-06-22 10:05:54+02:00
21100000.0,-110.128125,-138.219375,-11.26625,-24.74375,-78.861875,-93.47875,9.727999987602233,-13.332000017166138,2021-06-22 10:05:55+02:00
23000000.0,-110.32125,-138.579375,-11.354375,-25.06625,-78.97,-93.515625,9.487000002861024,-13.787000017166138,2021-06-22 10:05:56+02:00
21100000.0,-110.719375,-138.966875,-11.38375,-25.46375,-79.330625,-93.506875,8.922000031471253,-14.089999990463257,2021-06-22 10:05:57+02:00
19100000.0,-111.040625,-138.614375,-11.504375,-25.119375,-79.533125,-93.496875,8.118000011444092,-13.605000038146972,2021-06-22 10:05:58+02:00
18500000.0,-110.498125,-138.450625,-11.531875,-24.986875,-78.96125,-93.458125,7.908000011444091,-13.425000019073487,2021-06-22 10:05:59+02:00
20000000.0,-110.02625,-138.778125,-11.393125,-25.27125,-78.634375,-93.5075,8.625000047683717,-13.720999956130981,2021-06-22 10:06:00+02:00
20600000.0,-109.8825,-138.365625,-11.410625,-24.92875,-78.46875,-93.439375,9.202000007629394,-13.741000022888183,2021-06-22 10:06:01+02:00
21500000.0,-110.1325,-138.355,-11.45875,-24.88625,-78.674375,-93.468125,8.778000059127807,-13.334999990463256,2021-06-22 10:06:02+02:00
21400000.0,-111.08875,-139.345625,-11.4475,-25.831875,-79.645,-93.51625,8.634999976158142,-14.611000003814697,2021-06-22 10:06:03+02:00
19400000.0,-110.15625,-138.13625,-11.36,-24.661875,-78.80125,-93.476875,9.066000051498413,-13.458999996185304,2021-06-22 10:06:04+02:00
20500000.0,-110.1725,-138.119375,-11.33375,-24.608125,-78.84,-93.5125,8.984000043869019,-13.33000005722046,2021-06-22 10:06:05+02:00
18900000.0,-112.39,-139.295625,-11.725625,-25.7925,-80.669375,-93.505,7.074999947547912,-14.219000005722046,2021-06-22 10:06:06+02:00
19500000.0,-110.02375,-138.41625,-11.334375,-24.938125,-78.6925,-93.480625,9.415999975204468,-13.762000036239623,2021-06-22 10:06:07+02:00
24900000.0,-109.395,-137.15,-11.293125,-23.705625,-78.104375,-93.44375,9.352999982833863,-12.500000009536743,2021-06-22 10:06:08+02:00
22400000.0,-109.53375,-137.38125,-11.296875,-23.909375,-78.243125,-93.474375,9.481000051498413,-12.335000019073487,2021-06-22 10:06:09+02:00
21500000.0,-110.288125,-137.854375,-11.45125,-24.3875,-78.83375,-93.4675,8.418000020980834,-13.36399998664856,2021-06-22 10:06:10+02:00
21100000.0,-110.25375,-137.675,-12.12375,-24.201875,-78.13625,-93.469375,5.1850000250339505,-12.94399998664856,2021-06-22 10:06:11+02:00
12600000.0,-110.609375,-138.18125,-12.613125,-24.664375,-77.995,-93.52,3.2680000042915345,-13.219999980926513,2021-06-22 10:06:12+02:00
12700000.0,-110.04875,-137.610625,-12.483125,-24.15125,-77.56375,-93.464375,3.56900000333786,-13.181999969482423,2021-06-22 10:06:13+02:00
11900000.0,-110.52125,-138.26875,-12.83125,-24.8075,-77.689375,-93.461875,2.52100000500679,-13.560999994277955,2021-06-22 10:06:14+02:00
11800000.0,-110.088125,-138.11875,-12.72,-24.658125,-77.360625,-93.46125,2.6720000076293946,-13.36100004196167,2021-06-22 10:06:15+02:00
10100000.0,-111.39875,-138.389375,-13.549375,-24.898125,-77.854375,-93.486875,0.6920000030845403,-13.319000072479248,2021-06-22 10:06:16+02:00
10300000.0,-110.348125,-138.21625,-13.10125,-24.731875,-77.25,-93.47875,1.8499999986588955,-13.257000007629394,2021-06-22 10:06:17+02:00
10800000.0,-109.555625,-138.53875,-12.735625,-25.0725,-76.82125,-93.473125,2.987999986410141,-13.959000034332275,2021-06-22 10:06:18+02:00
11900000.0,-110.323125,-138.19125,-12.989375,-24.708125,-77.3325,-93.485,2.182000007033348,-13.36000002861023,2021-06-22 10:06:19+02:00
14000000.0,-109.55,-138.376875,-12.50125,-24.894375,-77.048125,-93.484375,3.4440000104904174,-13.539999980926513,2021-06-22 10:06:20+02:00
16900000.0,-109.446875,-138.15,-12.30875,-24.673125,-77.136875,-93.476875,4.123000018596649,-13.406000003814697,2021-06-22 10:06:21+02:00
18900000.0,-109.148125,-138.808125,-11.9875,-25.279375,-77.158125,-93.52625,5.039000000953674,-14.305999975204468,2021-06-22 10:06:22+02:00
17300000.0,-109.420625,-139.026875,-12.28875,-25.528125,-77.126875,-93.50125,4.014999997615814,-14.425000047683715,2021-06-22 10:06:23+02:00
17500000.0,-109.53,-138.438125,-12.185625,-24.908125,-77.344375,-93.525625,4.306999995708465,-13.802000026702881,2021-06-22 10:06:24+02:00
16600000.000000002,-109.696875,-138.373125,-12.251875,-24.84,-77.440625,-93.53125,4.08099999666214,-13.823999986648559,2021-06-22 10:06:25+02:00
15500000.0,-110.03125,-139.42125,-12.495,-25.87125,-77.5325,-93.549375,3.3509999883174895,-14.25800006866455,2021-06-22 10:06:26+02:00
14700000.0,-109.256875,-138.581875,-12.263125,-25.0675,-76.9975,-93.520625,4.246999986171723,-13.917000007629394,2021-06-22 10:06:27+02:00
17000000.0,-109.770625,-138.498125,-12.12875,-24.96625,-77.641875,-93.5325,4.694999997615814,-13.538999986648559,2021-06-22 10:06:28+02:00
14600000.0,-111.123125,-140.015,-12.631875,-26.484375,-78.4925,-93.531875,3.3179999966919422,-14.269000034332276,2021-06-22 10:06:29+02:00
11300000.0,-110.455625,-139.48625,-12.37625,-25.92875,-78.078125,-93.555625,4.23300001680851,-13.962000036239624,2021-06-22 10:06:30+02:00
14400000.0,-111.00125,-139.183125,-12.6075,-25.67625,-78.3975,-93.50375,3.2210000106692314,-14.221999969482422,2021-06-22 10:06:31+02:00
14100000.0,-109.02625,-138.784375,-11.699375,-25.3225,-77.33,-93.4675,6.351999998092651,-14.08500002861023,2021-06-22 10:06:32+02:00
18400000.0,-109.666875,-138.63375,-11.715625,-25.119375,-77.95625,-93.510625,6.6000000095367435,-13.578000001907348,2021-06-22 10:06:33+02:00
18400000.0,-109.9925,-138.90375,-11.395,-25.400625,-78.595625,-93.5025,8.560000038146972,-13.641999988555908,2021-06-22 10:06:34+02:00
22400000.0,-111.944375,-140.478125,-11.763125,-26.90375,-80.185,-93.57625,6.879000020027161,-14.883999996185302,2021-06-22 10:06:35+02:00
17500000.0,-110.46125,-139.555,-11.390625,-25.984375,-79.06625,-93.570625,8.739000005722046,-14.553000078201293,2021-06-22 10:06:36+02:00
22000000.0,-110.33,-139.056875,-11.3875,-25.48,-78.940625,-93.574375,8.591000022888183,-14.178999919891357,2021-06-22 10:06:37+02:00
21600000.0,-110.004375,-138.7875,-11.36375,-25.270625,-78.6375,-93.513125,8.992000012397765,-13.945999965667724,2021-06-22 10:06:38+02:00
22300000.0,-109.93875,-138.416875,-11.52625,-24.90375,-78.410625,-93.505625,7.952000031471252,-13.629000024795532,2021-06-22 10:06:39+02:00
21100000.0,-110.14375,-138.935625,-11.45,-25.415,-78.6875,-93.5225,7.8200000429153445,-13.945,2021-06-22 10:06:40+02:00
19700000.0,-110.93625,-139.58125,-11.531875,-26.024375,-79.39875,-93.55625,7.720999984741211,-14.213999967575074,2021-06-22 10:06:41+02:00
17000000.0,-112.403125,-140.20125,-11.93375,-26.673125,-80.473125,-93.530625,5.812000017166138,-14.84599998474121,2021-06-22 10:06:42+02:00
18500000.0,-111.4925,-139.531875,-11.57375,-25.94125,-79.9175,-93.584375,7.355000042915345,-14.37299997329712,2021-06-22 10:06:43+02:00
19200000.0,-110.781875,-139.28375,-11.451875,-25.734375,-79.326875,-93.551875,8.270000019073485,-14.443000011444092,2021-06-22 10:06:44+02:00
16300000.0,-111.49875,-139.936875,-11.763125,-26.39375,-79.734375,-93.54125,7.450000009536743,-14.126999998092652,2021-06-22 10:06:45+02:00
18100000.0,-111.299375,-139.564375,-11.626875,-25.976875,-79.67375,-93.588125,7.659000053405761,-14.40899995803833,2021-06-22 10:06:46+02:00
16900000.0,-110.429375,-139.234375,-11.564375,-25.71625,-78.864375,-93.514375,7.487000021934509,-14.043000020980834,2021-06-22 10:06:47+02:00
18800000.0,-110.98375,-139.32375,-11.621875,-25.78625,-79.368125,-93.536875,7.374000000953674,-14.00499997138977,2021-06-22 10:06:48+02:00
18300000.0,-110.284375,-139.20125,-11.4625,-25.666875,-78.8225,-93.535625,8.454000034332275,-14.128999996185303,2021-06-22 10:06:49+02:00
